local_equipo,local_totalShots,local_shotsOnTarget,local_wonCorners,local_possessionPct,local_foulsCommitted,local_yellowCards,local_redCards,local_offsides,local_saves,local_blockedShots,visita_equipo,visita_totalShots,visita_shotsOnTarget,visita_wonCorners,visita_possessionPct,visita_foulsCommitted,visita_yellowCards,visita_redCards,visita_offsides,visita_saves,visita_blockedShots,event_id,fecha,temporada
Palestino,17.0,7.0,5.0,64.0,11.0,2.0,0.0,2.0,3.0,4.0,Coquimbo Unido,11.0,4.0,7.0,36.0,14.0,4.0,0.0,4.0,6.0,1.0,660436,2023-07-17 19:00:00,2023
Unión Española,13.0,8.0,5.0,49.9,8.0,1.0,0.0,1.0,6.0,2.0,Universidad de Chile,17.0,6.0,7.0,50.1,7.0,1.0,0.0,3.0,5.0,5.0,660441,2023-07-17 22:30:00,2023
Unión La Calera,9.0,4.0,3.0,42.6,9.0,2.0,0.0,4.0,5.0,2.0,Magallanes,16.0,6.0,9.0,57.4,8.0,2.0,0.0,2.0,2.0,2.0,660445,2023-07-21 22:00:00,2023
Copiapó,15.0,2.0,4.0,56.6,17.0,3.0,1.0,0.0,3.0,4.0,Cobresal,8.0,6.0,4.0,43.4,9.0,3.0,0.0,4.0,2.0,1.0,660443,2023-07-22 19:00:00,2023
Huachipato,17.0,6.0,6.0,44.4,16.0,3.0,0.0,0.0,2.0,3.0,O'Higgins,16.0,3.0,4.0,55.6,12.0,2.0,0.0,0.0,4.0,7.0,660447,2023-07-22 21:30:00,2023
Universidad de Chile,11.0,1.0,5.0,46.9,14.0,2.0,0.0,0.0,3.0,2.0,Palestino,12.0,4.0,3.0,53.1,12.0,2.0,0.0,1.0,1.0,1.0,660449,2023-07-23 00:00:00,2023
Everton CD,18.0,5.0,6.0,45.8,5.0,1.0,0.0,1.0,3.0,5.0,Unión Española,9.0,3.0,8.0,54.2,16.0,2.0,0.0,5.0,4.0,2.0,660446,2023-07-23 19:00:00,2023
Universidad Católica,15.0,6.0,5.0,51.8,19.0,5.0,0.0,1.0,1.0,6.0,Coquimbo Unido,11.0,2.0,6.0,48.2,14.0,4.0,0.0,0.0,4.0,1.0,660448,2023-07-23 22:00:00,2023
Audax Italiano,16.0,4.0,8.0,45.0,6.0,1.0,0.0,3.0,3.0,4.0,Curicó Unido,9.0,3.0,2.0,55.0,11.0,1.0,0.0,1.0,2.0,1.0,660444,2023-07-25 00:30:00,2023
Ñublense,6.0,4.0,1.0,40.3,19.0,3.0,0.0,2.0,5.0,0.0,Colo Colo,15.0,5.0,7.0,59.7,16.0,2.0,0.0,0.0,4.0,3.0,660442,2023-07-25 22:00:00,2023
O'Higgins,13.0,3.0,4.0,47.0,16.0,3.0,0.0,0.0,2.0,2.0,Ñublense,11.0,4.0,6.0,53.0,12.0,2.0,0.0,5.0,3.0,1.0,660452,2023-07-28 22:00:00,2023
Cobresal,22.0,7.0,5.0,49.5,12.0,3.0,0.0,1.0,1.0,5.0,Universidad Católica,12.0,4.0,0.0,50.5,11.0,5.0,0.0,0.0,3.0,2.0,660450,2023-07-29 19:00:00,2023
Colo Colo,18.0,8.0,3.0,44.1,8.0,2.0,0.0,2.0,1.0,3.0,Huachipato,11.0,2.0,7.0,55.9,6.0,1.0,0.0,1.0,5.0,2.0,660453,2023-07-29 21:30:00,2023
Unión Española,18.0,6.0,4.0,53.2,10.0,3.0,0.0,1.0,4.0,3.0,Audax Italiano,11.0,4.0,5.0,46.8,8.0,2.0,0.0,1.0,3.0,3.0,660457,2023-07-30 00:00:00,2023
Magallanes,6.0,3.0,2.0,33.7,12.0,2.0,1.0,1.0,9.0,0.0,Universidad de Chile,26.0,10.0,10.0,66.3,18.0,3.0,0.0,4.0,2.0,7.0,660456,2023-07-30 16:30:00,2023
Palestino,18.0,3.0,5.0,59.1,13.0,2.0,0.0,3.0,3.0,6.0,Copiapó,11.0,3.0,4.0,40.9,10.0,2.0,0.0,1.0,1.0,1.0,660451,2023-07-30 19:00:00,2023
Curicó Unido,14.0,3.0,8.0,51.0,7.0,0.0,0.0,5.0,3.0,6.0,Unión La Calera,13.0,6.0,4.0,49.0,9.0,3.0,0.0,0.0,3.0,3.0,660455,2023-07-30 21:30:00,2023
Coquimbo Unido,17.0,5.0,8.0,52.0,10.0,2.0,0.0,2.0,4.0,5.0,Everton CD,16.0,6.0,7.0,48.0,12.0,4.0,0.0,1.0,5.0,3.0,660454,2023-07-31 00:00:00,2023
Magallanes,7.0,1.0,2.0,38.1,8.0,1.0,0.0,2.0,6.0,2.0,Unión Española,20.0,6.0,8.0,61.9,12.0,4.0,0.0,1.0,0.0,7.0,660461,2023-08-05 16:30:00,2023
Huachipato,11.0,5.0,5.0,63.8,11.0,0.0,0.0,3.0,6.0,2.0,Coquimbo Unido,15.0,7.0,9.0,36.2,13.0,2.0,0.0,0.0,3.0,4.0,660460,2023-08-05 19:00:00,2023
Universidad Católica,11.0,6.0,3.0,63.0,11.0,1.0,0.0,2.0,2.0,2.0,Audax Italiano,19.0,4.0,5.0,37.0,21.0,2.0,0.0,0.0,6.0,4.0,660462,2023-08-05 21:30:00,2023
Ñublense,18.0,3.0,7.0,55.7,15.0,1.0,0.0,2.0,1.0,6.0,Cobresal,8.0,3.0,2.0,44.3,9.0,3.0,0.0,0.0,2.0,2.0,660465,2023-08-06 16:30:00,2023
Everton CD,15.0,6.0,7.0,45.1,11.0,1.0,0.0,1.0,2.0,4.0,Colo Colo,16.0,4.0,6.0,54.9,8.0,2.0,0.0,3.0,4.0,5.0,660459,2023-08-06 19:00:00,2023
Copiapó,12.0,7.0,7.0,52.8,14.0,5.0,0.0,3.0,2.0,0.0,Curicó Unido,5.0,3.0,4.0,47.2,9.0,2.0,0.0,2.0,6.0,0.0,660458,2023-08-06 21:30:00,2023
Unión La Calera,8.0,2.0,4.0,55.3,9.0,1.0,0.0,3.0,3.0,4.0,Palestino,14.0,6.0,4.0,44.7,6.0,1.0,0.0,3.0,0.0,3.0,660464,2023-08-07 00:00:00,2023
Universidad de Chile,10.0,4.0,10.0,61.1,13.0,5.0,1.0,0.0,0.0,4.0,O'Higgins,10.0,5.0,4.0,38.9,16.0,5.0,0.0,0.0,2.0,1.0,660463,2023-08-08 00:00:00,2023
Cobresal,18.0,8.0,1.0,44.4,8.0,2.0,0.0,3.0,5.0,3.0,Magallanes,16.0,6.0,5.0,55.6,6.0,2.0,0.0,1.0,5.0,7.0,660467,2023-08-11 21:00:00,2023
Coquimbo Unido,9.0,4.0,7.0,34.4,9.0,4.0,0.0,2.0,3.0,0.0,Colo Colo,15.0,4.0,5.0,65.6,15.0,1.0,0.0,0.0,2.0,6.0,660468,2023-08-12 19:00:00,2023
O'Higgins,13.0,8.0,8.0,59.0,9.0,0.0,0.0,3.0,4.0,3.0,Copiapó,10.0,5.0,2.0,41.0,10.0,2.0,0.0,1.0,7.0,2.0,660469,2023-08-12 21:30:00,2023
Unión Española,10.0,2.0,4.0,53.8,12.0,1.0,0.0,0.0,2.0,4.0,Huachipato,7.0,3.0,0.0,46.2,14.0,2.0,0.0,4.0,2.0,1.0,660472,2023-08-13 00:00:00,2023
Palestino,18.0,4.0,4.0,55.9,15.0,1.0,0.0,3.0,1.0,4.0,Universidad Católica,8.0,1.0,7.0,44.1,10.0,2.0,0.0,3.0,1.0,3.0,660470,2023-08-13 19:00:00,2023
Audax Italiano,16.0,3.0,12.0,53.7,11.0,2.0,0.0,0.0,1.0,6.0,Everton CD,6.0,2.0,5.0,46.3,14.0,3.0,0.0,0.0,3.0,2.0,660466,2023-08-13 22:00:00,2023
Universidad de Chile,22.0,4.0,13.0,63.9,11.0,4.0,0.0,4.0,0.0,9.0,Curicó Unido,4.0,1.0,1.0,36.1,10.0,4.0,1.0,0.0,3.0,1.0,660471,2023-08-15 00:00:00,2023
Ñublense,15.0,4.0,3.0,50.3,14.0,6.0,0.0,3.0,3.0,6.0,Unión La Calera,15.0,4.0,1.0,49.7,8.0,2.0,0.0,1.0,3.0,3.0,660473,2023-08-15 16:30:00,2023
Audax Italiano,7.0,4.0,6.0,47.6,16.0,2.0,0.0,1.0,4.0,0.0,Coquimbo Unido,11.0,5.0,11.0,52.4,10.0,0.0,0.0,1.0,3.0,2.0,660474,2023-08-25 19:30:00,2023
Unión La Calera,15.0,6.0,5.0,47.2,12.0,1.0,1.0,2.0,5.0,0.0,Universidad de Chile,15.0,6.0,5.0,52.8,5.0,2.0,0.0,6.0,4.0,2.0,660481,2023-08-25 22:00:00,2023
Copiapó,11.0,7.0,4.0,36.1,5.0,0.0,0.0,1.0,7.0,1.0,Unión Española,24.0,10.0,8.0,63.9,12.0,1.0,0.0,3.0,3.0,5.0,660477,2023-08-26 19:00:00,2023
Universidad Católica,11.0,5.0,4.0,43.2,16.0,2.0,1.0,1.0,4.0,2.0,Ñublense,13.0,5.0,7.0,56.8,14.0,4.0,1.0,3.0,3.0,1.0,660480,2023-08-26 21:30:00,2023
Everton CD,15.0,3.0,7.0,60.4,13.0,4.0,0.0,1.0,4.0,4.0,Cobresal,11.0,6.0,3.0,39.6,9.0,4.0,0.0,0.0,1.0,3.0,660478,2023-08-28 23:00:00,2023
Unión Española,9.0,3.0,4.0,34.2,8.0,2.0,1.0,3.0,5.0,0.0,Universidad Católica,14.0,7.0,5.0,65.8,11.0,3.0,1.0,0.0,1.0,2.0,660487,2023-09-01 00:00:00,2023
Unión La Calera,15.0,7.0,4.0,47.8,12.0,5.0,0.0,1.0,1.0,0.0,Copiapó,15.0,2.0,9.0,52.2,4.0,1.0,0.0,4.0,6.0,7.0,660488,2023-09-01 23:00:00,2023
Universidad de Chile,10.0,2.0,3.0,41.7,10.0,3.0,0.0,7.0,2.0,3.0,Colo Colo,15.0,4.0,2.0,58.3,12.0,3.0,0.0,3.0,1.0,2.0,660486,2023-09-02 19:00:00,2023
Huachipato,23.0,6.0,14.0,53.9,11.0,2.0,0.0,3.0,1.0,11.0,Curicó Unido,6.0,1.0,3.0,46.1,5.0,2.0,0.0,2.0,3.0,0.0,660483,2023-09-02 22:00:00,2023
Magallanes,6.0,3.0,4.0,36.6,12.0,3.0,0.0,0.0,1.0,0.0,Palestino,10.0,1.0,7.0,63.4,8.0,1.0,1.0,2.0,1.0,4.0,660484,2023-09-03 15:30:00,2023
Cobresal,12.0,8.0,5.0,66.1,8.0,1.0,0.0,2.0,4.0,0.0,Coquimbo Unido,14.0,6.0,4.0,33.9,7.0,0.0,2.0,1.0,5.0,1.0,660482,2023-09-03 18:00:00,2023
O'Higgins,9.0,3.0,6.0,52.2,14.0,3.0,1.0,1.0,1.0,2.0,Audax Italiano,13.0,2.0,3.0,47.8,13.0,3.0,0.0,0.0,1.0,1.0,660485,2023-09-03 20:30:00,2023
Ñublense,20.0,7.0,8.0,43.4,9.0,2.0,0.0,0.0,2.0,6.0,Everton CD,7.0,2.0,4.0,56.6,8.0,2.0,0.0,1.0,6.0,1.0,660489,2023-09-03 23:00:00,2023
Curicó Unido,14.0,2.0,5.0,56.1,17.0,2.0,0.0,3.0,7.0,5.0,O'Higgins,22.0,10.0,3.0,43.9,17.0,5.0,0.0,3.0,1.0,2.0,660476,2023-09-13 21:30:00,2023
Colo Colo,13.0,4.0,8.0,64.4,13.0,0.0,1.0,5.0,1.0,4.0,Copiapó,8.0,2.0,5.0,35.6,13.0,5.0,0.0,1.0,3.0,1.0,660431,2023-09-14 22:00:00,2023
Huachipato,19.0,4.0,5.0,69.2,12.0,1.0,0.0,2.0,2.0,7.0,Palestino,7.0,3.0,3.0,30.8,14.0,4.0,1.0,0.0,2.0,1.0,660479,2023-09-14 22:00:00,2023
Coquimbo Unido,15.0,5.0,8.0,40.7,14.0,3.0,0.0,4.0,2.0,3.0,O'Higgins,12.0,3.0,2.0,59.3,14.0,6.0,1.0,1.0,3.0,2.0,660492,2023-09-22 23:30:00,2023
Palestino,9.0,5.0,4.0,46.6,8.0,1.0,0.0,4.0,1.0,0.0,Unión Española,8.0,2.0,3.0,53.4,7.0,2.0,0.0,0.0,3.0,1.0,660496,2023-09-23 15:30:00,2023
Curicó Unido,14.0,2.0,4.0,49.9,13.0,4.0,0.0,0.0,6.0,4.0,Ñublense,17.0,9.0,3.0,50.1,18.0,3.0,0.0,1.0,2.0,2.0,660493,2023-09-23 18:00:00,2023
Colo Colo,19.0,9.0,7.0,59.0,8.0,1.0,0.0,2.0,2.0,1.0,Cobresal,3.0,2.0,3.0,41.0,10.0,1.0,1.0,1.0,4.0,1.0,660491,2023-09-23 20:30:00,2023
Everton CD,14.0,2.0,4.0,50.8,8.0,1.0,0.0,1.0,4.0,2.0,Huachipato,13.0,6.0,6.0,49.2,10.0,3.0,0.0,2.0,1.0,2.0,660495,2023-09-23 23:00:00,2023
Copiapó,13.0,3.0,6.0,40.7,7.0,4.0,0.0,0.0,5.0,5.0,Universidad de Chile,24.0,6.0,10.0,59.3,8.0,4.0,0.0,7.0,1.0,10.0,660494,2023-09-24 18:00:00,2023
Universidad Católica,14.0,4.0,3.0,49.1,13.0,2.0,0.0,1.0,5.0,6.0,Magallanes,17.0,5.0,7.0,50.9,10.0,2.0,1.0,0.0,3.0,4.0,660497,2023-09-24 20:30:00,2023
Audax Italiano,7.0,2.0,9.0,50.1,8.0,1.0,0.0,1.0,2.0,1.0,Unión La Calera,10.0,3.0,2.0,49.9,16.0,3.0,0.0,2.0,0.0,3.0,660490,2023-09-24 23:00:00,2023
Coquimbo Unido,10.0,5.0,2.0,39.0,13.0,2.0,0.0,2.0,1.0,1.0,Ñublense,13.0,4.0,2.0,61.0,10.0,2.0,0.0,0.0,4.0,3.0,660381,2023-09-30 15:30:00,2023
Magallanes,18.0,5.0,7.0,63.1,3.0,3.0,0.0,4.0,4.0,4.0,Everton CD,17.0,8.0,3.0,36.9,12.0,4.0,0.0,1.0,4.0,3.0,660501,2023-09-30 18:00:00,2023
Huachipato,11.0,7.0,7.0,51.3,16.0,4.0,0.0,2.0,3.0,2.0,Copiapó,10.0,3.0,1.0,48.7,14.0,4.0,0.0,2.0,6.0,1.0,660500,2023-09-30 20:30:00,2023
Unión Española,13.0,7.0,3.0,45.9,14.0,1.0,1.0,0.0,3.0,2.0,Curicó Unido,18.0,4.0,4.0,54.1,6.0,1.0,0.0,3.0,5.0,3.0,660504,2023-09-30 23:00:00,2023
O'Higgins,10.0,3.0,5.0,58.6,13.0,4.0,0.0,0.0,1.0,0.0,Unión La Calera,9.0,2.0,3.0,41.4,12.0,2.0,0.0,2.0,3.0,2.0,660502,2023-10-01 14:15:00,2023
Colo Colo,12.0,5.0,8.0,67.9,13.0,4.0,0.0,2.0,0.0,3.0,Universidad Católica,2.0,1.0,2.0,32.1,16.0,4.0,1.0,2.0,3.0,0.0,660499,2023-10-01 18:00:00,2023
Cobresal,16.0,3.0,3.0,54.8,9.0,2.0,0.0,4.0,1.0,4.0,Palestino,14.0,2.0,3.0,45.2,14.0,2.0,0.0,1.0,1.0,0.0,660498,2023-10-01 21:00:00,2023
Universidad de Chile,11.0,6.0,6.0,44.6,22.0,4.0,0.0,1.0,1.0,3.0,Audax Italiano,5.0,1.0,0.0,55.4,16.0,6.0,0.0,0.0,4.0,0.0,660503,2023-10-02 22:00:00,2023
Unión La Calera,13.0,5.0,4.0,45.8,9.0,1.0,0.0,1.0,3.0,5.0,Huachipato,13.0,7.0,7.0,54.2,12.0,1.0,0.0,0.0,3.0,2.0,660513,2023-10-06 22:00:00,2023
Curicó Unido,16.0,6.0,4.0,60.1,8.0,4.0,0.0,3.0,3.0,5.0,Cobresal,12.0,5.0,1.0,39.9,5.0,5.0,0.0,0.0,5.0,0.0,660508,2023-10-07 15:30:00,2023
Coquimbo Unido,10.0,5.0,5.0,35.1,7.0,1.0,0.0,3.0,4.0,0.0,Unión Española,22.0,5.0,9.0,64.9,9.0,1.0,0.0,2.0,2.0,8.0,660507,2023-10-07 23:00:00,2023
Copiapó,12.0,7.0,6.0,56.2,11.0,3.0,1.0,0.0,2.0,4.0,Magallanes,13.0,3.0,5.0,43.8,13.0,7.0,0.0,1.0,5.0,1.0,660509,2023-10-08 15:30:00,2023
Palestino,17.0,1.0,5.0,66.9,7.0,1.0,0.0,3.0,2.0,5.0,Colo Colo,8.0,2.0,6.0,33.1,12.0,2.0,1.0,0.0,0.0,2.0,660511,2023-10-08 18:00:00,2023
Audax Italiano,8.0,3.0,6.0,36.8,16.0,3.0,2.0,3.0,2.0,3.0,Ñublense,11.0,2.0,3.0,63.2,9.0,1.0,1.0,3.0,2.0,3.0,660506,2023-10-08 23:00:00,2023
Universidad de Chile,20.0,11.0,8.0,41.9,16.0,3.0,2.0,4.0,4.0,6.0,Everton CD,11.0,6.0,3.0,58.1,14.0,2.0,0.0,1.0,10.0,1.0,660512,2023-11-06 22:00:00,2023
Magallanes,8.0,3.0,0.0,40.1,8.0,1.0,0.0,1.0,1.0,1.0,Colo Colo,13.0,3.0,10.0,59.9,17.0,2.0,0.0,0.0,2.0,4.0,660356,2023-11-07 21:00:00,2023
Universidad Católica,8.0,6.0,3.0,62.4,15.0,3.0,1.0,0.0,3.0,0.0,Universidad de Chile,17.0,6.0,2.0,37.6,20.0,3.0,0.0,2.0,5.0,6.0,660519,2023-11-11 18:00:00,2023
Cobresal,16.0,7.0,9.0,63.5,8.0,2.0,0.0,1.0,2.0,1.0,Audax Italiano,17.0,6.0,3.0,36.5,8.0,2.0,0.0,0.0,4.0,2.0,660514,2023-11-11 21:30:00,2023
Ñublense,10.0,3.0,7.0,54.5,13.0,3.0,0.0,4.0,2.0,4.0,Palestino,7.0,3.0,6.0,45.5,11.0,2.0,0.0,1.0,2.0,1.0,660521,2023-11-12 00:00:00,2023
Magallanes,15.0,9.0,5.0,51.2,8.0,2.0,0.0,0.0,4.0,0.0,Huachipato,22.0,5.0,7.0,48.8,11.0,2.0,1.0,0.0,7.0,6.0,660518,2023-11-12 15:30:00,2023
Everton CD,24.0,9.0,3.0,71.3,7.0,1.0,0.0,1.0,3.0,4.0,Curicó Unido,8.0,4.0,2.0,28.7,8.0,3.0,1.0,1.0,8.0,2.0,660517,2023-11-12 18:00:00,2023
Colo Colo,19.0,7.0,7.0,67.7,13.0,2.0,0.0,1.0,4.0,4.0,Unión La Calera,7.0,4.0,2.0,32.3,7.0,1.0,0.0,2.0,5.0,0.0,660515,2023-11-12 20:30:00,2023
Coquimbo Unido,21.0,7.0,5.0,43.1,4.0,2.0,0.0,1.0,3.0,7.0,Copiapó,8.0,3.0,4.0,56.9,3.0,4.0,0.0,1.0,6.0,1.0,660516,2023-11-12 23:00:00,2023
Unión Española,12.0,7.0,3.0,48.0,13.0,4.0,0.0,3.0,2.0,2.0,O'Higgins,17.0,5.0,6.0,52.0,6.0,1.0,0.0,1.0,4.0,6.0,660520,2023-11-12 23:00:00,2023
Palestino,12.0,6.0,3.0,59.8,10.0,4.0,1.0,3.0,4.0,2.0,Everton CD,13.0,6.0,3.0,40.2,10.0,1.0,1.0,2.0,6.0,1.0,660527,2023-11-23 21:00:00,2023
Universidad de Chile,15.0,4.0,2.0,53.6,13.0,2.0,1.0,1.0,2.0,7.0,Coquimbo Unido,8.0,4.0,5.0,46.4,8.0,2.0,0.0,0.0,4.0,2.0,660528,2023-11-24 21:00:00,2023
Unión La Calera,12.0,8.0,3.0,36.6,10.0,1.0,0.0,2.0,6.0,2.0,Unión Española,14.0,6.0,5.0,63.4,4.0,3.0,0.0,2.0,4.0,2.0,660529,2023-11-24 23:30:00,2023
Huachipato,11.0,3.0,11.0,57.3,14.0,2.0,0.0,0.0,2.0,4.0,Universidad Católica,7.0,3.0,2.0,42.7,12.0,4.0,0.0,1.0,2.0,1.0,660525,2023-11-25 21:00:00,2023
O'Higgins,12.0,0.0,4.0,59.6,13.0,4.0,0.0,0.0,0.0,4.0,Cobresal,17.0,0.0,7.0,40.4,11.0,4.0,0.0,3.0,0.0,7.0,660526,2023-11-25 21:00:00,2023
Audax Italiano,11.0,2.0,4.0,62.2,11.0,4.0,0.0,3.0,4.0,2.0,Colo Colo,11.0,5.0,5.0,37.8,6.0,2.0,1.0,0.0,2.0,2.0,660522,2023-11-26 21:00:00,2023
Copiapó,7.0,2.0,4.0,40.4,12.0,1.0,1.0,1.0,3.0,1.0,Ñublense,14.0,4.0,6.0,59.6,8.0,3.0,0.0,1.0,1.0,6.0,660524,2023-11-26 23:30:00,2023
Curicó Unido,20.0,6.0,7.0,53.6,11.0,2.0,0.0,0.0,6.0,3.0,Magallanes,23.0,10.0,6.0,46.4,21.0,3.0,0.0,1.0,3.0,7.0,660523,2023-11-26 23:30:00,2023
Coquimbo Unido,21.0,8.0,7.0,50.2,6.0,3.0,1.0,3.0,2.0,5.0,Unión La Calera,17.0,4.0,6.0,49.8,9.0,6.0,0.0,5.0,7.0,5.0,660534,2023-12-01 23:00:00,2023
Audax Italiano,29.0,6.0,6.0,61.6,5.0,1.0,1.0,0.0,3.0,6.0,Magallanes,10.0,5.0,5.0,38.4,12.0,2.0,0.0,2.0,6.0,1.0,660530,2023-12-02 21:00:00,2023
Palestino,14.0,6.0,7.0,56.0,12.0,2.0,0.0,2.0,2.0,4.0,Curicó Unido,11.0,2.0,2.0,44.0,8.0,3.0,0.0,4.0,2.0,3.0,660536,2023-12-02 21:00:00,2023
Universidad Católica,13.0,5.0,8.0,61.3,11.0,4.0,0.0,1.0,3.0,3.0,Copiapó,9.0,5.0,3.0,38.7,14.0,2.0,0.0,1.0,3.0,2.0,660537,2023-12-02 21:00:00,2023
Everton CD,19.0,4.0,4.0,62.8,14.0,2.0,0.0,3.0,3.0,2.0,O'Higgins,17.0,5.0,6.0,37.2,15.0,2.0,0.0,3.0,4.0,1.0,660535,2023-12-02 23:30:00,2023
Cobresal,20.0,8.0,4.0,43.6,7.0,4.0,0.0,2.0,5.0,4.0,Universidad de Chile,25.0,7.0,1.0,56.4,6.0,3.0,0.0,1.0,4.0,5.0,660532,2023-12-03 21:00:00,2023
Colo Colo,17.0,5.0,7.0,59.5,9.0,1.0,1.0,1.0,2.0,6.0,Unión Española,7.0,4.0,4.0,40.5,12.0,4.0,0.0,0.0,5.0,1.0,660533,2023-12-03 21:00:00,2023
Ñublense,17.0,4.0,7.0,44.7,12.0,3.0,0.0,5.0,4.0,3.0,Huachipato,17.0,4.0,5.0,55.3,11.0,1.0,0.0,0.0,4.0,6.0,660531,2023-12-03 21:00:00,2023
Curicó Unido,5.0,1.0,1.0,32.2,8.0,1.0,1.0,2.0,7.0,0.0,Colo Colo,20.0,8.0,4.0,67.8,9.0,1.0,0.0,4.0,1.0,7.0,660541,2023-12-08 21:00:00,2023
Huachipato,12.0,5.0,10.0,64.3,9.0,2.0,0.0,2.0,4.0,3.0,Audax Italiano,13.0,4.0,11.0,35.7,12.0,3.0,1.0,0.0,3.0,3.0,660542,2023-12-08 21:00:00,2023
Unión Española,26.0,7.0,6.0,64.9,19.0,3.0,0.0,2.0,3.0,9.0,Cobresal,9.0,2.0,3.0,35.1,7.0,1.0,0.0,3.0,6.0,2.0,660540,2023-12-08 21:00:00,2023
Copiapó,10.0,4.0,2.0,35.8,9.0,3.0,0.0,2.0,2.0,0.0,Everton CD,12.0,2.0,8.0,64.2,10.0,4.0,0.0,1.0,2.0,5.0,660545,2023-12-09 21:00:00,2023
Magallanes,13.0,4.0,11.0,56.5,9.0,2.0,0.0,6.0,4.0,6.0,Coquimbo Unido,15.0,7.0,4.0,43.5,5.0,2.0,0.0,2.0,2.0,0.0,660543,2023-12-09 21:00:00,2023
O'Higgins,11.0,1.0,7.0,54.0,13.0,4.0,0.0,2.0,0.0,5.0,Palestino,6.0,1.0,8.0,46.0,13.0,5.0,0.0,1.0,1.0,1.0,660544,2023-12-09 21:00:00,2023
Unión La Calera,8.0,2.0,2.0,31.7,13.0,0.0,1.0,0.0,5.0,1.0,Universidad Católica,14.0,8.0,4.0,68.3,10.0,4.0,0.0,1.0,2.0,1.0,660539,2023-12-09 21:00:00,2023
Universidad de Chile,21.0,8.0,8.0,42.7,15.0,2.0,0.0,0.0,1.0,7.0,Ñublense,16.0,2.0,1.0,57.3,11.0,4.0,0.0,3.0,4.0,7.0,660538,2023-12-09 21:00:00,2023
Ñublense,10.0,5.0,8.0,51.6,16.0,1.0,0.0,2.0,2.0,2.0,Coquimbo Unido,10.0,2.0,4.0,48.4,14.0,2.0,0.0,2.0,5.0,2.0,696724,2024-02-17 00:30:00,2024
Unión Española,5.0,1.0,4.0,33.2,12.0,3.0,1.0,1.0,3.0,3.0,Colo Colo,13.0,6.0,3.0,66.8,11.0,2.0,0.0,2.0,1.0,1.0,696722,2024-02-17 21:00:00,2024
Copiapó,12.0,4.0,8.0,60.1,14.0,2.0,0.0,5.0,5.0,4.0,O'Higgins,20.0,8.0,5.0,39.9,13.0,2.0,0.0,0.0,3.0,3.0,696719,2024-02-17 23:30:00,2024
Cobreloa,14.0,7.0,3.0,44.6,4.0,0.0,0.0,1.0,3.0,1.0,Huachipato,10.0,4.0,5.0,55.4,9.0,2.0,0.0,0.0,6.0,3.0,696718,2024-02-18 23:30:00,2024
Audax Italiano,13.0,4.0,4.0,40.9,6.0,1.0,1.0,1.0,2.0,4.0,Deportes Iquique,10.0,4.0,5.0,59.1,16.0,5.0,0.0,4.0,2.0,2.0,696717,2024-02-19 23:00:00,2024
Universidad Católica,9.0,3.0,3.0,59.3,10.0,5.0,1.0,4.0,1.0,1.0,Ñublense,5.0,2.0,7.0,40.7,17.0,1.0,0.0,2.0,3.0,1.0,696731,2024-02-23 22:00:00,2024
Coquimbo Unido,22.0,8.0,10.0,61.5,10.0,6.0,0.0,1.0,0.0,6.0,Copiapó,3.0,1.0,1.0,38.5,15.0,6.0,0.0,2.0,5.0,0.0,696726,2024-02-24 00:30:00,2024
Palestino,11.0,7.0,2.0,45.5,11.0,4.0,0.0,1.0,0.0,1.0,Cobreloa,8.0,0.0,5.0,54.5,11.0,4.0,0.0,2.0,2.0,3.0,696730,2024-02-24 21:00:00,2024
Universidad de Chile,5.0,1.0,4.0,55.7,13.0,3.0,1.0,1.0,1.0,0.0,Audax Italiano,8.0,1.0,3.0,44.3,13.0,3.0,0.0,2.0,0.0,2.0,696732,2024-02-24 21:00:00,2024
Deportes Iquique,11.0,4.0,7.0,65.1,19.0,4.0,0.0,5.0,2.0,1.0,Everton CD,5.0,3.0,3.0,34.9,9.0,1.0,1.0,2.0,4.0,0.0,696727,2024-02-25 15:00:00,2024
Huachipato,18.0,3.0,7.0,65.9,10.0,0.0,0.0,1.0,0.0,6.0,Unión La Calera,3.0,1.0,2.0,34.1,7.0,2.0,1.0,0.0,3.0,0.0,696728,2024-02-25 15:00:00,2024
O'Higgins,15.0,8.0,11.0,27.3,9.0,2.0,0.0,2.0,2.0,4.0,Colo Colo,4.0,2.0,2.0,72.7,9.0,4.0,0.0,0.0,7.0,1.0,696729,2024-02-25 21:00:00,2024
Cobresal,9.0,3.0,6.0,51.4,8.0,2.0,0.0,2.0,1.0,3.0,Unión Española,17.0,3.0,5.0,48.6,16.0,4.0,0.0,0.0,1.0,4.0,696725,2024-02-25 23:30:00,2024
Cobreloa,22.0,3.0,4.0,55.1,11.0,2.0,0.0,1.0,2.0,7.0,Cobresal,17.0,3.0,3.0,44.9,11.0,3.0,1.0,1.0,1.0,5.0,696733,2024-03-01 23:30:00,2024
O'Higgins,12.0,6.0,4.0,39.1,14.0,3.0,0.0,6.0,2.0,3.0,Everton CD,9.0,3.0,9.0,60.9,9.0,1.0,0.0,1.0,4.0,3.0,696858,2024-03-02 21:00:00,2024
Palestino,17.0,2.0,6.0,60.0,13.0,3.0,0.0,2.0,1.0,5.0,Universidad Católica,6.0,3.0,5.0,40.0,19.0,5.0,0.0,2.0,2.0,2.0,696737,2024-03-02 21:00:00,2024
