local_equipo,local_totalShots,local_shotsOnTarget,local_wonCorners,local_possessionPct,local_foulsCommitted,local_yellowCards,local_redCards,local_offsides,local_saves,local_blockedShots,visita_equipo,visita_totalShots,visita_shotsOnTarget,visita_wonCorners,visita_possessionPct,visita_foulsCommitted,visita_yellowCards,visita_redCards,visita_offsides,visita_saves,visita_blockedShots,event_id,fecha,temporada
O'Higgins,7.0,4.0,2.0,44.8,14.0,3.0,0.0,1.0,5.0,0.0,Unión La Calera,16.0,5.0,4.0,55.2,6.0,1.0,0.0,2.0,3.0,3.0,597152,2021-04-24 22:00:00,2021
Santiago Wanderers,15.0,6.0,10.0,62.2,16.0,3.0,0.0,4.0,2.0,4.0,Ñublense,11.0,4.0,1.0,37.8,14.0,3.0,0.0,6.0,5.0,1.0,597153,2021-04-25 00:30:00,2021
Colo Colo,7.0,2.0,4.0,45.2,18.0,2.0,1.0,2.0,4.0,2.0,Universidad de Chile,9.0,4.0,1.0,54.8,17.0,4.0,0.0,1.0,1.0,1.0,597150,2021-04-25 20:00:00,2021
Audax Italiano,11.0,3.0,4.0,43.6,10.0,2.0,0.0,1.0,2.0,2.0,Melipilla,14.0,2.0,3.0,56.4,12.0,3.0,0.0,2.0,2.0,8.0,597149,2021-04-27 00:30:00,2021
Everton CD,5.0,1.0,2.0,25.7,6.0,2.0,3.0,2.0,9.0,0.0,La Serena,26.0,12.0,5.0,74.3,10.0,2.0,0.0,5.0,1.0,6.0,597142,2021-05-01 00:00:00,2021
Unión La Calera,18.0,6.0,5.0,46.7,14.0,2.0,0.0,1.0,3.0,4.0,Antofagasta,10.0,4.0,4.0,53.3,9.0,0.0,0.0,1.0,4.0,2.0,597138,2021-05-01 16:30:00,2021
Unión Española,10.0,1.0,2.0,57.8,11.0,5.0,1.0,1.0,3.0,4.0,Audax Italiano,8.0,4.0,1.0,42.2,17.0,0.0,0.0,2.0,0.0,0.0,597139,2021-05-01 19:30:00,2021
Ñublense,21.0,10.0,4.0,49.7,16.0,2.0,0.0,1.0,2.0,6.0,Colo Colo,7.0,3.0,1.0,50.3,4.0,1.0,0.0,2.0,5.0,1.0,597140,2021-05-01 22:00:00,2021
Cobresal,15.0,5.0,4.0,58.3,9.0,0.0,0.0,1.0,4.0,5.0,Curicó Unido,12.0,4.0,2.0,41.7,5.0,0.0,0.0,1.0,2.0,2.0,597141,2021-05-02 15:00:00,2021
Huachipato,14.0,7.0,10.0,59.3,12.0,2.0,0.0,1.0,2.0,3.0,O'Higgins,8.0,3.0,4.0,40.7,16.0,5.0,0.0,4.0,7.0,3.0,597143,2021-05-02 19:30:00,2021
Melipilla,9.0,4.0,6.0,36.6,20.0,4.0,0.0,2.0,3.0,3.0,Universidad Católica,12.0,3.0,5.0,63.4,18.0,5.0,0.0,1.0,2.0,3.0,597144,2021-05-02 22:00:00,2021
Universidad de Chile,7.0,1.0,4.0,49.5,17.0,3.0,0.0,0.0,5.0,1.0,Santiago Wanderers,17.0,5.0,7.0,50.5,12.0,3.0,0.0,2.0,0.0,3.0,597145,2021-05-04 00:30:00,2021
O'Higgins,14.0,5.0,6.0,58.1,9.0,2.0,1.0,1.0,6.0,3.0,Unión Española,17.0,9.0,2.0,41.9,16.0,1.0,1.0,1.0,4.0,4.0,597135,2021-05-08 00:00:00,2021
Universidad Católica,8.0,4.0,5.0,48.0,14.0,2.0,0.0,2.0,4.0,2.0,Unión La Calera,11.0,4.0,6.0,52.0,10.0,0.0,0.0,1.0,1.0,2.0,597136,2021-05-08 16:00:00,2021
La Serena,11.0,4.0,3.0,52.0,11.0,2.0,1.0,2.0,6.0,3.0,Ñublense,18.0,6.0,6.0,48.0,12.0,2.0,0.0,1.0,3.0,6.0,597137,2021-05-08 19:30:00,2021
Santiago Wanderers,18.0,2.0,9.0,59.4,12.0,2.0,0.0,2.0,2.0,8.0,Melipilla,15.0,5.0,3.0,40.6,7.0,3.0,0.0,1.0,2.0,4.0,597132,2021-05-08 22:00:00,2021
Colo Colo,17.0,5.0,7.0,47.1,11.0,2.0,0.0,0.0,5.0,6.0,Palestino,11.0,7.0,1.0,52.9,15.0,3.0,0.0,5.0,4.0,2.0,597133,2021-05-09 00:30:00,2021
Curicó Unido,18.0,4.0,9.0,48.4,15.0,3.0,0.0,2.0,5.0,5.0,Huachipato,13.0,7.0,3.0,51.6,15.0,3.0,0.0,1.0,2.0,1.0,597131,2021-05-09 16:00:00,2021
Antofagasta,14.0,4.0,7.0,46.3,11.0,3.0,1.0,1.0,8.0,2.0,Universidad de Chile,19.0,10.0,8.0,53.7,16.0,2.0,0.0,3.0,3.0,3.0,597134,2021-05-09 19:30:00,2021
Audax Italiano,10.0,5.0,4.0,42.7,16.0,3.0,1.0,1.0,3.0,1.0,Cobresal,8.0,3.0,3.0,57.3,12.0,1.0,0.0,1.0,5.0,1.0,597130,2021-05-09 22:00:00,2021
Cobresal,13.0,5.0,1.0,42.8,10.0,3.0,0.0,4.0,2.0,5.0,La Serena,10.0,2.0,4.0,57.2,9.0,2.0,0.0,1.0,3.0,2.0,597127,2021-05-22 15:00:00,2021
Ñublense,18.0,7.0,6.0,59.2,12.0,3.0,0.0,0.0,4.0,2.0,Curicó Unido,16.0,4.0,9.0,40.8,13.0,2.0,0.0,2.0,5.0,2.0,597125,2021-05-22 19:30:00,2021
Santiago Wanderers,13.0,3.0,3.0,28.6,16.0,3.0,0.0,3.0,3.0,2.0,O'Higgins,6.0,3.0,2.0,71.4,23.0,4.0,0.0,0.0,3.0,1.0,597128,2021-05-22 22:00:00,2021
Unión Española,11.0,6.0,3.0,37.0,13.0,2.0,0.0,2.0,2.0,2.0,Universidad Católica,13.0,4.0,4.0,63.0,11.0,2.0,0.0,3.0,3.0,4.0,597129,2021-05-23 00:30:00,2021
Melipilla,14.0,5.0,8.0,47.4,20.0,2.0,0.0,2.0,3.0,3.0,Antofagasta,10.0,4.0,3.0,52.6,6.0,0.0,0.0,3.0,4.0,1.0,597122,2021-05-23 16:30:00,2021
Huachipato,10.0,5.0,3.0,48.2,18.0,4.0,0.0,1.0,4.0,2.0,Colo Colo,12.0,6.0,5.0,51.8,10.0,3.0,0.0,3.0,7.0,3.0,597124,2021-05-23 19:00:00,2021
Universidad de Chile,8.0,2.0,3.0,68.0,8.0,1.0,0.0,2.0,1.0,3.0,Everton CD,7.0,2.0,5.0,32.0,10.0,3.0,1.0,1.0,2.0,0.0,597126,2021-05-24 00:30:00,2021
Curicó Unido,16.0,2.0,6.0,52.0,19.0,3.0,0.0,1.0,2.0,6.0,Unión Española,12.0,5.0,4.0,48.0,8.0,1.0,0.0,1.0,1.0,2.0,597119,2021-05-29 00:00:00,2021
La Serena,19.0,8.0,8.0,64.7,7.0,0.0,0.0,2.0,0.0,5.0,Melipilla,2.0,1.0,3.0,35.3,12.0,2.0,0.0,2.0,3.0,0.0,597116,2021-05-29 19:00:00,2021
O'Higgins,13.0,3.0,4.0,44.1,9.0,2.0,0.0,3.0,7.0,4.0,Palestino,15.0,7.0,7.0,55.9,16.0,3.0,0.0,3.0,2.0,2.0,597117,2021-05-29 21:30:00,2021
Everton CD,7.0,3.0,1.0,60.1,11.0,1.0,0.0,1.0,1.0,1.0,Santiago Wanderers,13.0,1.0,4.0,39.9,20.0,3.0,1.0,0.0,2.0,3.0,597120,2021-05-30 20:00:00,2021
Universidad Católica,33.0,8.0,14.0,77.3,10.0,1.0,0.0,0.0,2.0,11.0,Cobresal,5.0,3.0,0.0,22.7,6.0,3.0,1.0,1.0,6.0,1.0,597114,2021-05-30 23:00:00,2021
Antofagasta,12.0,6.0,2.0,46.6,15.0,4.0,0.0,8.0,2.0,3.0,Huachipato,6.0,2.0,1.0,53.4,23.0,3.0,1.0,0.0,5.0,3.0,597115,2021-05-31 19:30:00,2021
Unión La Calera,13.0,3.0,4.0,49.8,11.0,1.0,0.0,1.0,3.0,7.0,Ñublense,7.0,3.0,5.0,50.2,10.0,3.0,0.0,1.0,2.0,0.0,597121,2021-05-31 22:00:00,2021
Audax Italiano,15.0,4.0,10.0,46.6,16.0,2.0,0.0,4.0,1.0,5.0,Universidad de Chile,7.0,2.0,3.0,53.4,6.0,3.0,0.0,1.0,2.0,3.0,597118,2021-06-01 00:30:00,2021
Cobresal,20.0,8.0,9.0,55.0,10.0,1.0,0.0,2.0,6.0,5.0,Unión La Calera,11.0,7.0,3.0,45.0,18.0,3.0,0.0,0.0,8.0,1.0,597113,2021-06-05 14:30:00,2021
Santiago Wanderers,10.0,4.0,1.0,36.0,23.0,3.0,1.0,2.0,1.0,1.0,Universidad Católica,14.0,2.0,2.0,64.0,13.0,1.0,0.0,0.0,4.0,3.0,597111,2021-06-05 17:00:00,2021
Palestino,13.0,1.0,12.0,41.5,14.0,1.0,0.0,6.0,3.0,6.0,Universidad de Chile,12.0,3.0,3.0,58.5,16.0,2.0,0.0,0.0,1.0,3.0,597112,2021-06-05 19:30:00,2021
Huachipato,13.0,1.0,5.0,61.2,13.0,1.0,0.0,2.0,1.0,6.0,Everton CD,5.0,1.0,2.0,38.8,6.0,4.0,0.0,2.0,1.0,1.0,597108,2021-06-06 00:30:00,2021
Unión Española,12.0,4.0,4.0,49.9,13.0,2.0,0.0,3.0,4.0,2.0,Antofagasta,17.0,5.0,6.0,50.1,16.0,2.0,0.0,2.0,3.0,3.0,597106,2021-06-06 15:30:00,2021
Colo Colo,12.0,4.0,7.0,42.4,17.0,3.0,0.0,2.0,1.0,3.0,La Serena,6.0,1.0,3.0,57.6,6.0,2.0,0.0,3.0,2.0,1.0,597109,2021-06-06 22:00:00,2021
Melipilla,12.0,7.0,6.0,46.4,9.0,2.0,0.0,1.0,1.0,4.0,O'Higgins,8.0,2.0,5.0,53.6,13.0,3.0,0.0,0.0,4.0,4.0,597110,2021-06-07 00:30:00,2021
Ñublense,12.0,4.0,2.0,51.3,12.0,2.0,0.0,2.0,1.0,4.0,Audax Italiano,12.0,1.0,6.0,48.7,12.0,2.0,0.0,2.0,3.0,5.0,597107,2021-06-08 00:30:00,2021
Palestino,10.0,4.0,4.0,50.4,13.0,2.0,0.0,0.0,0.0,4.0,Audax Italiano,11.0,2.0,4.0,49.6,12.0,1.0,0.0,0.0,4.0,2.0,597123,2021-06-15 16:30:00,2021
Palestino,10.0,7.0,0.0,39.9,17.0,2.0,0.0,6.0,5.0,1.0,Huachipato,11.0,5.0,7.0,60.1,14.0,1.0,0.0,0.0,5.0,1.0,597148,2021-07-15 16:30:00,2021
O'Higgins,9.0,4.0,2.0,51.8,12.0,3.0,1.0,3.0,8.0,1.0,Cobresal,21.0,9.0,5.0,48.2,10.0,2.0,0.0,0.0,3.0,3.0,597098,2021-07-16 00:00:00,2021
Antofagasta,24.0,7.0,7.0,64.5,14.0,2.0,0.0,1.0,2.0,5.0,Santiago Wanderers,9.0,2.0,5.0,35.5,16.0,3.0,0.0,1.0,6.0,5.0,597104,2021-07-16 16:30:00,2021
Unión La Calera,5.0,1.0,2.0,42.4,11.0,2.0,1.0,1.0,5.0,1.0,Curicó Unido,22.0,5.0,4.0,57.6,18.0,4.0,1.0,3.0,0.0,6.0,597100,2021-07-17 00:30:00,2021
Universidad Católica,5.0,2.0,1.0,45.3,15.0,2.0,0.0,6.0,4.0,2.0,Colo Colo,9.0,4.0,9.0,54.7,14.0,3.0,0.0,2.0,1.0,1.0,597099,2021-07-17 20:00:00,2021
Audax Italiano,13.0,5.0,6.0,43.4,15.0,4.0,0.0,3.0,3.0,3.0,Huachipato,10.0,6.0,6.0,56.6,15.0,4.0,0.0,2.0,2.0,1.0,597101,2021-07-19 22:00:00,2021
Everton CD,14.0,7.0,7.0,50.3,12.0,3.0,0.0,2.0,3.0,1.0,Ñublense,12.0,3.0,4.0,49.7,15.0,2.0,0.0,0.0,7.0,4.0,597105,2021-07-20 00:30:00,2021
La Serena,15.0,8.0,4.0,63.1,19.0,2.0,0.0,0.0,6.0,3.0,Palestino,14.0,9.0,3.0,36.9,11.0,1.0,1.0,0.0,4.0,1.0,597103,2021-07-20 19:00:00,2021
Universidad de Chile,9.0,4.0,6.0,57.8,12.0,1.0,0.0,1.0,0.0,1.0,Melipilla,10.0,0.0,6.0,42.2,16.0,6.0,1.0,2.0,2.0,4.0,597102,2021-07-21 00:30:00,2021
Everton CD,10.0,3.0,3.0,36.8,7.0,1.0,0.0,5.0,2.0,3.0,Unión Española,11.0,2.0,2.0,63.2,11.0,2.0,0.0,0.0,1.0,4.0,597095,2021-07-24 00:30:00,2021
Ñublense,13.0,3.0,2.0,56.0,8.0,3.0,0.0,3.0,0.0,4.0,Antofagasta,13.0,0.0,9.0,44.0,14.0,3.0,0.0,2.0,3.0,5.0,597090,2021-07-24 19:00:00,2021
Melipilla,21.0,8.0,7.0,42.9,10.0,3.0,0.0,3.0,4.0,3.0,Unión La Calera,16.0,7.0,3.0,57.1,12.0,2.0,1.0,0.0,5.0,4.0,597096,2021-07-24 21:30:00,2021
Colo Colo,14.0,2.0,4.0,67.6,13.0,2.0,1.0,1.0,0.0,3.0,Audax Italiano,3.0,1.0,1.0,32.4,10.0,3.0,1.0,2.0,1.0,1.0,597091,2021-07-25 00:00:00,2021
Huachipato,11.0,2.0,8.0,57.8,17.0,3.0,0.0,1.0,3.0,3.0,La Serena,6.0,3.0,1.0,42.2,16.0,3.0,0.0,6.0,2.0,1.0,597092,2021-07-25 16:30:00,2021
Palestino,11.0,6.0,5.0,63.9,8.0,0.0,0.0,1.0,2.0,1.0,Santiago Wanderers,9.0,2.0,4.0,36.1,22.0,3.0,0.0,0.0,4.0,1.0,597097,2021-07-25 19:00:00,2021
Curicó Unido,20.0,5.0,1.0,45.5,20.0,3.0,0.0,1.0,1.0,6.0,Universidad de Chile,6.0,3.0,3.0,54.5,16.0,2.0,1.0,1.0,3.0,0.0,597094,2021-07-25 21:30:00,2021
Universidad Católica,22.0,10.0,5.0,57.7,13.0,2.0,0.0,0.0,0.0,3.0,O'Higgins,3.0,0.0,5.0,42.3,11.0,1.0,0.0,4.0,8.0,1.0,597093,2021-07-26 00:00:00,2021
Audax Italiano,11.0,3.0,4.0,52.8,13.0,3.0,0.0,0.0,4.0,5.0,Everton CD,13.0,6.0,2.0,47.2,11.0,2.0,0.0,0.0,3.0,3.0,597084,2021-07-27 23:00:00,2021
Cobresal,13.0,4.0,7.0,61.2,18.0,1.0,0.0,5.0,5.0,3.0,Melipilla,16.0,6.0,5.0,38.8,8.0,0.0,0.0,1.0,2.0,4.0,597086,2021-07-28 15:00:00,2021
Unión Española,11.0,3.0,6.0,64.8,11.0,3.0,0.0,5.0,2.0,2.0,Huachipato,8.0,3.0,5.0,35.2,20.0,2.0,1.0,4.0,0.0,2.0,597085,2021-07-28 19:30:00,2021
O'Higgins,8.0,4.0,2.0,45.0,11.0,2.0,0.0,1.0,4.0,1.0,Curicó Unido,17.0,6.0,10.0,55.0,14.0,4.0,0.0,2.0,1.0,1.0,597083,2021-07-28 22:00:00,2021
Unión La Calera,13.0,6.0,7.0,49.6,12.0,1.0,0.0,0.0,3.0,4.0,Palestino,12.0,4.0,5.0,50.4,15.0,2.0,0.0,1.0,4.0,4.0,597087,2021-07-29 00:30:00,2021
Antofagasta,17.0,6.0,6.0,33.9,14.0,1.0,0.0,2.0,2.0,2.0,Universidad Católica,8.0,4.0,1.0,66.1,13.0,3.0,0.0,2.0,3.0,2.0,597088,2021-07-29 16:30:00,2021
Santiago Wanderers,9.0,5.0,3.0,35.4,15.0,2.0,0.0,3.0,3.0,2.0,Colo Colo,17.0,7.0,6.0,64.6,17.0,3.0,0.0,1.0,5.0,4.0,597082,2021-07-29 19:00:00,2021
Universidad de Chile,12.0,6.0,6.0,51.4,10.0,2.0,0.0,0.0,2.0,2.0,Ñublense,14.0,3.0,2.0,48.6,18.0,1.0,0.0,0.0,5.0,5.0,597089,2021-07-29 23:00:00,2021
Huachipato,16.0,3.0,6.0,47.0,20.0,3.0,0.0,2.0,1.0,4.0,Unión La Calera,10.0,1.0,5.0,53.0,11.0,1.0,1.0,2.0,3.0,1.0,597080,2021-08-01 15:00:00,2021
Palestino,14.0,11.0,1.0,51.3,11.0,2.0,0.0,2.0,1.0,0.0,Unión Española,12.0,3.0,5.0,48.7,9.0,2.0,0.0,2.0,8.0,2.0,597079,2021-08-01 17:30:00,2021
Universidad de Chile,9.0,3.0,2.0,46.4,13.0,1.0,0.0,0.0,4.0,1.0,Universidad Católica,18.0,5.0,7.0,53.6,10.0,3.0,0.0,0.0,1.0,5.0,597078,2021-08-01 20:00:00,2021
Melipilla,10.0,6.0,2.0,31.5,14.0,4.0,0.0,4.0,3.0,1.0,Colo Colo,22.0,7.0,8.0,68.5,7.0,5.0,0.0,2.0,4.0,10.0,597076,2021-08-02 00:00:00,2021
La Serena,10.0,6.0,3.0,58.7,16.0,2.0,0.0,3.0,2.0,0.0,Antofagasta,15.0,3.0,6.0,41.3,8.0,1.0,0.0,2.0,5.0,4.0,597074,2021-08-02 18:30:00,2021
Ñublense,19.0,4.0,4.0,56.2,21.0,6.0,0.0,3.0,2.0,6.0,O'Higgins,11.0,2.0,2.0,43.8,10.0,3.0,0.0,1.0,4.0,2.0,597077,2021-08-02 22:00:00,2021
Curicó Unido,10.0,4.0,2.0,56.7,10.0,4.0,1.0,2.0,2.0,3.0,Santiago Wanderers,6.0,3.0,3.0,43.3,15.0,1.0,0.0,1.0,2.0,1.0,597081,2021-08-03 00:30:00,2021
Everton CD,8.0,4.0,4.0,46.5,12.0,0.0,0.0,1.0,1.0,1.0,Cobresal,11.0,1.0,4.0,53.5,16.0,3.0,0.0,4.0,1.0,4.0,597075,2021-08-04 00:30:00,2021
O'Higgins,14.0,7.0,7.0,40.1,14.0,3.0,0.0,2.0,5.0,3.0,Universidad de Chile,15.0,8.0,8.0,59.9,18.0,4.0,0.0,1.0,5.0,3.0,597072,2021-08-07 19:00:00,2021
Unión Española,25.0,11.0,6.0,49.2,5.0,2.0,0.0,1.0,6.0,5.0,Ñublense,21.0,8.0,7.0,50.8,12.0,5.0,0.0,1.0,8.0,3.0,597073,2021-08-07 21:30:00,2021
Universidad Católica,21.0,9.0,8.0,58.8,15.0,2.0,0.0,1.0,1.0,0.0,La Serena,9.0,4.0,1.0,41.2,13.0,3.0,1.0,3.0,5.0,1.0,597070,2021-08-08 00:00:00,2021
Santiago Wanderers,15.0,3.0,4.0,43.1,9.0,2.0,0.0,4.0,0.0,2.0,Huachipato,7.0,4.0,5.0,56.9,8.0,0.0,0.0,2.0,2.0,1.0,597069,2021-08-08 16:30:00,2021
Antofagasta,10.0,2.0,3.0,57.9,11.0,2.0,0.0,1.0,3.0,1.0,Audax Italiano,11.0,4.0,2.0,42.1,11.0,2.0,0.0,5.0,2.0,4.0,597066,2021-08-08 19:00:00,2021
Colo Colo,15.0,4.0,10.0,65.5,7.0,1.0,0.0,1.0,2.0,2.0,Curicó Unido,11.0,3.0,4.0,34.5,10.0,0.0,0.0,3.0,2.0,4.0,597067,2021-08-08 21:30:00,2021
Unión La Calera,7.0,2.0,0.0,48.0,11.0,3.0,0.0,1.0,6.0,2.0,Everton CD,17.0,6.0,6.0,52.0,8.0,1.0,0.0,1.0,1.0,1.0,597068,2021-08-09 00:00:00,2021
Cobresal,14.0,7.0,4.0,36.2,20.0,3.0,0.0,2.0,1.0,1.0,Palestino,7.0,2.0,4.0,63.8,10.0,2.0,0.0,1.0,4.0,1.0,597071,2021-08-09 15:00:00,2021
Audax Italiano,17.0,4.0,8.0,59.2,8.0,0.0,1.0,1.0,4.0,4.0,Santiago Wanderers,12.0,4.0,3.0,40.8,15.0,1.0,1.0,0.0,3.0,2.0,597065,2021-08-13 23:00:00,2021
Antofagasta,8.0,4.0,5.0,36.9,12.0,2.0,0.0,1.0,1.0,2.0,O'Higgins,13.0,2.0,12.0,63.1,11.0,4.0,1.0,5.0,2.0,5.0,597062,2021-08-14 15:30:00,2021
La Serena,23.0,5.0,4.0,52.1,18.0,2.0,0.0,2.0,1.0,10.0,Unión La Calera,14.0,4.0,8.0,47.9,22.0,4.0,0.0,1.0,4.0,1.0,597064,2021-08-14 18:00:00,2021
Unión Española,8.0,2.0,2.0,54.9,12.0,4.0,0.0,2.0,6.0,3.0,Colo Colo,14.0,7.0,6.0,45.1,22.0,3.0,0.0,0.0,2.0,0.0,597059,2021-08-14 20:30:00,2021
Everton CD,19.0,5.0,8.0,62.0,10.0,1.0,0.0,3.0,1.0,2.0,Melipilla,8.0,4.0,3.0,38.0,18.0,2.0,0.0,3.0,4.0,2.0,597061,2021-08-14 23:00:00,2021
Palestino,5.0,0.0,5.0,54.5,11.0,0.0,2.0,1.0,2.0,0.0,Curicó Unido,16.0,4.0,6.0,45.5,16.0,1.0,0.0,3.0,0.0,5.0,597060,2021-08-15 18:00:00,2021
Universidad de Chile,19.0,5.0,4.0,71.9,9.0,2.0,0.0,2.0,1.0,4.0,Cobresal,7.0,3.0,3.0,28.1,17.0,3.0,0.0,3.0,5.0,0.0,597058,2021-08-15 20:30:00,2021
Huachipato,9.0,4.0,6.0,44.2,14.0,1.0,0.0,2.0,1.0,2.0,Universidad Católica,6.0,2.0,10.0,55.8,11.0,5.0,0.0,2.0,2.0,2.0,597063,2021-08-15 23:00:00,2021
Santiago Wanderers,12.0,6.0,7.0,41.9,15.0,4.0,0.0,2.0,2.0,4.0,La Serena,14.0,4.0,4.0,58.1,14.0,4.0,0.0,1.0,4.0,2.0,597054,2021-08-21 15:30:00,2021
Ñublense,15.0,4.0,3.0,48.3,8.0,1.0,0.0,5.0,2.0,1.0,Palestino,14.0,4.0,10.0,51.7,8.0,1.0,0.0,2.0,2.0,4.0,597055,2021-08-21 18:00:00,2021
Colo Colo,12.0,4.0,6.0,60.8,11.0,0.0,0.0,5.0,1.0,2.0,Antofagasta,7.0,1.0,1.0,39.2,11.0,4.0,0.0,1.0,2.0,2.0,597050,2021-08-21 20:30:00,2021
Curicó Unido,10.0,3.0,2.0,50.7,11.0,2.0,0.0,4.0,2.0,4.0,Audax Italiano,6.0,4.0,2.0,49.3,10.0,1.0,0.0,0.0,1.0,1.0,597051,2021-08-21 23:00:00,2021
Cobresal,28.0,9.0,7.0,55.1,6.0,1.0,0.0,3.0,4.0,4.0,Unión Española,15.0,4.0,8.0,44.9,13.0,2.0,0.0,1.0,7.0,5.0,597057,2021-08-22 15:00:00,2021
Melipilla,10.0,6.0,7.0,50.0,14.0,2.0,0.0,1.0,4.0,1.0,Huachipato,16.0,8.0,1.0,50.0,23.0,2.0,0.0,3.0,5.0,3.0,597053,2021-08-22 18:00:00,2021
Unión La Calera,14.0,1.0,4.0,60.2,12.0,2.0,0.0,2.0,2.0,3.0,Universidad de Chile,10.0,5.0,3.0,39.8,20.0,3.0,0.0,1.0,0.0,3.0,597056,2021-08-22 20:30:00,2021
Universidad Católica,12.0,7.0,7.0,55.7,20.0,1.0,0.0,1.0,3.0,2.0,Everton CD,14.0,3.0,7.0,44.3,5.0,2.0,0.0,2.0,4.0,5.0,597052,2021-08-22 23:00:00,2021
Melipilla,7.0,3.0,2.0,53.2,7.0,2.0,0.0,0.0,2.0,0.0,Curicó Unido,13.0,3.0,5.0,46.8,16.0,0.0,0.0,1.0,2.0,3.0,597572,2021-08-25 15:30:00,2021
Antofagasta,8.0,5.0,5.0,40.2,18.0,3.0,0.0,0.0,5.0,1.0,Palestino,13.0,6.0,3.0,59.8,12.0,1.0,0.0,5.0,3.0,1.0,597703,2021-08-25 18:00:00,2021
Unión La Calera,14.0,3.0,3.0,47.9,11.0,1.0,0.0,0.0,4.0,5.0,Colo Colo,14.0,5.0,6.0,52.1,14.0,0.0,0.0,1.0,2.0,1.0,597568,2021-08-25 20:30:00,2021
Universidad Católica,15.0,4.0,7.0,56.9,16.0,2.0,0.0,1.0,2.0,3.0,Ñublense,7.0,4.0,4.0,43.1,11.0,5.0,0.0,0.0,2.0,1.0,597569,2021-08-25 23:00:00,2021
La Serena,9.0,2.0,3.0,53.1,14.0,3.0,0.0,2.0,2.0,4.0,Audax Italiano,10.0,4.0,7.0,46.9,13.0,2.0,0.0,1.0,2.0,2.0,597573,2021-08-26 18:00:00,2021
Santiago Wanderers,18.0,5.0,7.0,52.4,12.0,3.0,0.0,3.0,8.0,6.0,Unión Española,23.0,10.0,6.0,47.6,9.0,0.0,1.0,0.0,4.0,6.0,597570,2021-08-26 20:30:00,2021
O'Higgins,9.0,3.0,7.0,62.3,8.0,0.0,0.0,2.0,5.0,2.0,Everton CD,10.0,5.0,5.0,37.7,12.0,4.0,0.0,6.0,2.0,0.0,597571,2021-08-26 23:00:00,2021
Palestino,19.0,11.0,5.0,40.8,5.0,4.0,0.0,1.0,1.0,5.0,Universidad Católica,4.0,1.0,4.0,59.2,11.0,2.0,2.0,1.0,8.0,1.0,597576,2021-08-28 19:00:00,2021
Ñublense,15.0,7.0,1.0,56.7,13.0,1.0,0.0,1.0,3.0,4.0,Melipilla,11.0,3.0,4.0,43.3,12.0,3.0,0.0,0.0,4.0,2.0,597581,2021-08-29 00:00:00,2021
Everton CD,11.0,4.0,8.0,51.6,10.0,0.0,0.0,3.0,1.0,3.0,Antofagasta,9.0,2.0,6.0,48.4,8.0,1.0,0.0,2.0,3.0,2.0,597578,2021-08-29 15:30:00,2021
Huachipato,21.0,12.0,6.0,41.7,15.0,1.0,0.0,1.0,0.0,1.0,Universidad de Chile,8.0,2.0,4.0,58.3,16.0,5.0,0.0,0.0,11.0,2.0,597577,2021-08-29 18:00:00,2021
Colo Colo,18.0,5.0,11.0,70.2,6.0,2.0,0.0,0.0,2.0,8.0,Cobresal,13.0,3.0,3.0,29.8,16.0,2.0,0.0,2.0,5.0,2.0,597580,2021-08-29 20:30:00,2021
Unión Española,20.0,8.0,5.0,53.7,11.0,0.0,0.0,1.0,1.0,8.0,Unión La Calera,9.0,2.0,3.0,46.3,9.0,1.0,0.0,2.0,6.0,3.0,597575,2021-08-29 23:00:00,2021
Audax Italiano,9.0,4.0,4.0,36.8,14.0,3.0,0.0,1.0,1.0,2.0,O'Higgins,3.0,1.0,4.0,63.2,11.0,2.0,0.0,1.0,3.0,0.0,597582,2021-08-30 22:30:00,2021
Curicó Unido,20.0,5.0,7.0,45.4,12.0,2.0,0.0,4.0,2.0,3.0,La Serena,6.0,2.0,2.0,54.6,11.0,2.0,2.0,4.0,3.0,0.0,597579,2021-08-31 01:00:00,2021
Cobresal,23.0,14.0,2.0,40.8,16.0,2.0,0.0,2.0,3.0,1.0,Ñublense,18.0,4.0,2.0,59.2,7.0,0.0,0.0,0.0,10.0,4.0,597588,2021-09-06 14:00:00,2021
Universidad de Chile,18.0,6.0,8.0,58.1,10.0,1.0,0.0,2.0,2.0,2.0,La Serena,11.0,3.0,4.0,41.9,18.0,2.0,1.0,1.0,5.0,5.0,597583,2021-09-06 23:00:00,2021
Melipilla,14.0,3.0,4.0,48.6,9.0,3.0,1.0,1.0,3.0,6.0,Unión Española,24.0,6.0,8.0,51.4,11.0,1.0,0.0,1.0,3.0,4.0,597586,2021-09-07 18:00:00,2021
Antofagasta,11.0,4.0,5.0,50.5,5.0,3.0,0.0,2.0,5.0,3.0,Curicó Unido,16.0,6.0,6.0,49.5,9.0,1.0,0.0,3.0,3.0,3.0,597589,2021-09-07 20:30:00,2021
Universidad Católica,12.0,5.0,3.0,51.8,11.0,0.0,0.0,0.0,4.0,0.0,Audax Italiano,12.0,5.0,8.0,48.2,11.0,1.0,0.0,2.0,2.0,4.0,597584,2021-09-07 23:00:00,2021
Unión La Calera,18.0,4.0,2.0,65.3,11.0,1.0,0.0,2.0,3.0,4.0,Santiago Wanderers,10.0,4.0,4.0,34.7,11.0,3.0,0.0,2.0,4.0,0.0,597590,2021-09-08 18:30:00,2021
