local_equipo,local_totalShots,local_shotsOnTarget,local_wonCorners,local_possessionPct,local_foulsCommitted,local_yellowCards,local_redCards,local_offsides,local_saves,local_blockedShots,visita_equipo,visita_totalShots,visita_shotsOnTarget,visita_wonCorners,visita_possessionPct,visita_foulsCommitted,visita_yellowCards,visita_redCards,visita_offsides,visita_saves,visita_blockedShots,event_id,fecha,temporada
River Plate,34.0,15.0,10.0,73.4,10.0,1.0,0.0,2.0,2.0,8.0,Barracas Central,3.0,2.0,3.0,26.6,16.0,2.0,1.0,1.0,12.0,0.0,694474,2024-11-10 17:15:00,2024
Godoy Cruz Antonio Tomba,10.0,2.0,1.0,43.1,13.0,0.0,0.0,0.0,7.0,2.0,Talleres (Córdoba),15.0,8.0,8.0,56.9,9.0,5.0,0.0,7.0,2.0,2.0,694470,2024-11-10 19:15:00,2024
Racing Club,14.0,5.0,9.0,69.5,11.0,0.0,0.0,0.0,1.0,5.0,Independiente Rivadavia,6.0,2.0,2.0,30.5,15.0,1.0,0.0,4.0,3.0,2.0,694473,2024-11-10 19:30:00,2024
Sarmiento (Junín),8.0,3.0,3.0,34.4,12.0,3.0,0.0,3.0,3.0,2.0,Boca Juniors,11.0,5.0,7.0,65.6,13.0,4.0,0.0,1.0,3.0,1.0,694476,2024-11-10 21:30:00,2024
Deportivo Riestra,18.0,5.0,8.0,31.0,11.0,3.0,0.0,1.0,4.0,5.0,Vélez Sarsfield,13.0,5.0,3.0,69.0,7.0,3.0,0.0,1.0,4.0,2.0,694468,2024-11-11 16:00:00,2024
Lanús,11.0,5.0,3.0,68.7,8.0,2.0,0.0,0.0,1.0,1.0,Platense,8.0,1.0,3.0,31.3,7.0,3.0,0.0,2.0,5.0,1.0,694472,2024-11-11 18:45:00,2024
Tigre,11.0,3.0,5.0,43.5,12.0,2.0,0.0,3.0,2.0,3.0,Defensa y Justicia,16.0,6.0,3.0,56.5,9.0,2.0,0.0,1.0,3.0,2.0,694477,2024-11-11 18:45:00,2024
Argentinos Juniors,9.0,2.0,5.0,61.8,16.0,2.0,0.0,2.0,2.0,3.0,Banfield,7.0,2.0,3.0,38.2,14.0,3.0,0.0,2.0,1.0,3.0,694465,2024-11-11 21:00:00,2024
Belgrano (Córdoba),9.0,4.0,4.0,44.3,10.0,3.0,0.0,2.0,3.0,3.0,Instituto (Córdoba),13.0,4.0,4.0,55.7,11.0,5.0,1.0,0.0,1.0,3.0,694466,2024-11-11 21:00:00,2024
San Lorenzo,13.0,3.0,1.0,35.6,11.0,2.0,0.0,1.0,2.0,4.0,Racing Club,14.0,4.0,3.0,64.4,15.0,5.0,0.0,2.0,1.0,5.0,694490,2024-11-17 17:30:00,2024
Banfield,13.0,3.0,3.0,36.7,11.0,1.0,1.0,2.0,1.0,1.0,Tigre,7.0,2.0,1.0,63.3,10.0,1.0,0.0,2.0,3.0,0.0,694480,2024-11-18 17:00:00,2024
Defensa y Justicia,18.0,6.0,8.0,77.9,9.0,4.0,0.0,0.0,1.0,3.0,Deportivo Riestra,12.0,3.0,4.0,22.1,9.0,3.0,0.0,1.0,5.0,3.0,694483,2024-11-18 19:15:00,2024
Platense,13.0,5.0,6.0,48.7,14.0,2.0,0.0,1.0,1.0,2.0,Godoy Cruz Antonio Tomba,6.0,1.0,4.0,51.3,11.0,5.0,0.0,3.0,4.0,2.0,694489,2024-11-18 19:15:00,2024
Atlético Tucumán,12.0,7.0,3.0,41.5,17.0,5.0,0.0,0.0,1.0,3.0,Huracán,8.0,3.0,3.0,58.5,5.0,2.0,0.0,3.0,3.0,1.0,694479,2024-11-18 21:30:00,2024
Instituto (Córdoba),6.0,5.0,5.0,37.0,10.0,2.0,0.0,0.0,1.0,0.0,Argentinos Juniors,16.0,1.0,4.0,63.0,9.0,3.0,0.0,2.0,4.0,8.0,694487,2024-11-18 21:30:00,2024
Newell's Old Boys,10.0,6.0,3.0,56.1,13.0,3.0,0.0,1.0,2.0,2.0,Central Córdoba (Santiago del Estero),10.0,4.0,2.0,43.9,17.0,2.0,0.0,3.0,4.0,0.0,694488,2024-11-20 17:00:00,2024
Vélez Sarsfield,13.0,4.0,11.0,51.1,8.0,4.0,1.0,1.0,0.0,4.0,Lanús,4.0,0.0,3.0,48.9,17.0,2.0,0.0,3.0,3.0,2.0,694486,2024-11-20 19:15:00,2024
Boca Juniors,6.0,3.0,2.0,51.6,14.0,2.0,0.0,4.0,0.0,1.0,Unión (Santa Fe),6.0,0.0,0.0,48.4,18.0,3.0,0.0,3.0,2.0,3.0,694482,2024-11-20 21:30:00,2024
Barracas Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgrano (Córdoba),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694481,2024-11-21 17:00:00,2024
Independiente,25.0,6.0,5.0,46.9,10.0,5.0,0.0,3.0,2.0,5.0,Gimnasia La Plata,4.0,2.0,2.0,53.1,24.0,4.0,0.0,3.0,5.0,0.0,694492,2024-11-21 19:15:00,2024
Talleres (Córdoba),20.0,4.0,8.0,50.1,7.0,0.0,0.0,2.0,0.0,6.0,Sarmiento (Junín),11.0,0.0,5.0,49.9,13.0,2.0,0.0,0.0,2.0,4.0,694491,2024-11-21 19:15:00,2024
Huracán,7.0,2.0,11.0,45.2,13.0,6.0,0.0,2.0,1.0,4.0,Boca Juniors,6.0,1.0,0.0,54.8,17.0,7.0,0.0,0.0,2.0,1.0,694497,2024-11-23 21:45:00,2024
Deportivo Riestra,15.0,2.0,3.0,40.3,15.0,4.0,0.0,0.0,0.0,8.0,Banfield,6.0,1.0,3.0,59.7,14.0,2.0,0.0,2.0,1.0,2.0,694494,2024-11-24 17:00:00,2024
Gimnasia La Plata,12.0,4.0,8.0,41.7,9.0,1.0,0.0,2.0,3.0,1.0,Atlético Tucumán,13.0,3.0,6.0,58.3,12.0,1.0,0.0,2.0,3.0,2.0,694495,2024-11-24 17:00:00,2024
Godoy Cruz Antonio Tomba,11.0,2.0,7.0,42.3,10.0,2.0,0.0,1.0,1.0,5.0,Vélez Sarsfield,7.0,1.0,6.0,57.7,10.0,2.0,0.0,4.0,2.0,1.0,694496,2024-11-24 19:15:00,2024
Central Córdoba (Santiago del Estero),10.0,5.0,1.0,39.0,15.0,3.0,0.0,1.0,2.0,1.0,Rosario Central,10.0,3.0,6.0,61.0,7.0,3.0,0.0,0.0,5.0,2.0,694493,2024-11-25 19:00:00,2024
Argentinos Juniors,20.0,5.0,11.0,58.0,13.0,4.0,1.0,3.0,2.0,7.0,Barracas Central,10.0,3.0,1.0,42.0,14.0,3.0,0.0,3.0,5.0,4.0,694505,2024-11-25 21:15:00,2024
Belgrano (Córdoba),17.0,7.0,10.0,60.6,9.0,2.0,0.0,2.0,3.0,4.0,Independiente Rivadavia,9.0,5.0,5.0,39.4,9.0,4.0,0.0,1.0,7.0,2.0,694506,2024-11-25 21:15:00,2024
Newell's Old Boys,10.0,7.0,0.0,34.8,15.0,3.0,0.0,0.0,5.0,0.0,Independiente,15.0,6.0,8.0,65.2,16.0,3.0,1.0,1.0,4.0,4.0,694499,2024-11-26 19:00:00,2024
Unión (Santa Fe),15.0,6.0,5.0,55.2,7.0,1.0,0.0,3.0,2.0,5.0,Talleres (Córdoba),10.0,4.0,4.0,44.8,11.0,4.0,0.0,2.0,3.0,0.0,694504,2024-11-26 21:15:00,2024
San Lorenzo,19.0,4.0,13.0,62.0,9.0,0.0,1.0,0.0,4.0,4.0,Belgrano (Córdoba),8.0,6.0,3.0,38.0,15.0,4.0,0.0,0.0,4.0,1.0,694518,2024-11-29 19:00:00,2024
Estudiantes de La Plata,25.0,11.0,4.0,57.0,9.0,2.0,0.0,1.0,2.0,4.0,River Plate,7.0,4.0,3.0,43.0,21.0,3.0,0.0,0.0,10.0,0.0,694512,2024-11-29 21:00:00,2024
Banfield,13.0,1.0,7.0,43.9,19.0,3.0,1.0,1.0,3.0,6.0,Lanús,8.0,4.0,2.0,56.1,9.0,3.0,0.0,0.0,1.0,1.0,694508,2024-11-30 19:30:00,2024
Rosario Central,7.0,0.0,6.0,58.7,15.0,4.0,1.0,3.0,4.0,1.0,Racing Club,14.0,6.0,3.0,41.3,16.0,6.0,0.0,0.0,0.0,3.0,694517,2024-11-30 19:30:00,2024
Defensa y Justicia,5.0,2.0,0.0,32.4,5.0,3.0,1.0,4.0,3.0,3.0,Godoy Cruz Antonio Tomba,13.0,4.0,6.0,67.6,10.0,2.0,0.0,2.0,0.0,3.0,694511,2024-11-30 21:45:00,2024
Instituto (Córdoba),17.0,4.0,4.0,66.2,9.0,1.0,1.0,2.0,2.0,9.0,Deportivo Riestra,9.0,3.0,2.0,33.8,23.0,5.0,0.0,1.0,2.0,2.0,694515,2024-11-30 21:45:00,2024
Independiente,10.0,7.0,3.0,52.1,9.0,5.0,0.0,3.0,3.0,1.0,Central Córdoba (Santiago del Estero),12.0,3.0,5.0,47.9,20.0,2.0,0.0,4.0,5.0,5.0,694513,2024-12-01 17:00:00,2024
Boca Juniors,16.0,4.0,11.0,56.6,9.0,2.0,0.0,1.0,2.0,4.0,Gimnasia La Plata,4.0,2.0,2.0,43.4,18.0,4.0,0.0,1.0,3.0,0.0,694510,2024-12-01 21:45:00,2024
Barracas Central,12.0,2.0,4.0,42.2,11.0,2.0,0.0,2.0,5.0,6.0,Tigre,13.0,5.0,5.0,57.8,7.0,0.0,0.0,3.0,2.0,2.0,694509,2024-12-02 17:00:00,2024
Platense,11.0,4.0,1.0,46.0,11.0,3.0,0.0,1.0,3.0,4.0,Unión (Santa Fe),9.0,3.0,4.0,54.0,11.0,3.0,0.0,1.0,3.0,1.0,694516,2024-12-02 19:15:00,2024
Talleres (Córdoba),17.0,6.0,4.0,65.9,11.0,1.0,0.0,1.0,1.0,2.0,Huracán,5.0,1.0,4.0,34.1,14.0,4.0,0.0,1.0,5.0,1.0,694519,2024-12-02 19:45:00,2024
Independiente Rivadavia,9.0,3.0,4.0,43.7,9.0,4.0,0.0,1.0,3.0,2.0,Argentinos Juniors,18.0,4.0,8.0,56.3,12.0,0.0,0.0,1.0,1.0,6.0,694514,2024-12-02 21:30:00,2024
Atlético Tucumán,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newell's Old Boys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694507,2024-12-02 22:00:00,2024
Racing Club,27.0,11.0,10.0,67.5,9.0,0.0,0.0,2.0,0.0,7.0,Estudiantes de La Plata,10.0,4.0,2.0,32.5,10.0,3.0,0.0,0.0,6.0,4.0,694500,2024-12-04 19:00:00,2024
River Plate,19.0,6.0,6.0,68.1,17.0,1.0,0.0,1.0,3.0,4.0,San Lorenzo,8.0,4.0,3.0,31.9,11.0,1.0,0.0,3.0,5.0,3.0,694501,2024-12-04 21:00:00,2024
Sarmiento (Junín),13.0,4.0,3.0,44.5,11.0,1.0,0.0,1.0,3.0,4.0,Defensa y Justicia,13.0,4.0,5.0,55.5,10.0,3.0,0.0,0.0,3.0,4.0,694532,2024-12-06 20:00:00,2024
Lanús,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Instituto (Córdoba),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694529,2024-12-07 17:00:00,2024
Unión (Santa Fe),9.0,5.0,5.0,31.7,13.0,3.0,0.0,2.0,5.0,2.0,Vélez Sarsfield,13.0,5.0,3.0,68.3,5.0,1.0,0.0,1.0,5.0,2.0,694534,2024-12-07 19:00:00,2024
Central Córdoba (Santiago del Estero),15.0,8.0,5.0,38.9,8.0,0.0,0.0,3.0,3.0,1.0,Racing Club,15.0,4.0,6.0,61.1,9.0,3.0,0.0,4.0,5.0,7.0,694523,2024-12-07 21:15:00,2024
Gimnasia La Plata,11.0,2.0,6.0,49.4,13.0,3.0,0.0,1.0,1.0,5.0,Talleres (Córdoba),10.0,2.0,6.0,50.6,9.0,4.0,0.0,0.0,2.0,5.0,694525,2024-12-08 17:00:00,2024
Godoy Cruz Antonio Tomba,14.0,7.0,5.0,49.2,15.0,1.0,0.0,1.0,2.0,4.0,Banfield,10.0,2.0,5.0,50.8,5.0,2.0,0.0,1.0,3.0,2.0,694526,2024-12-08 17:00:00,2024
River Plate,22.0,9.0,6.0,63.0,12.0,1.0,0.0,1.0,1.0,4.0,Rosario Central,2.0,1.0,2.0,37.0,19.0,4.0,0.0,0.0,5.0,0.0,694531,2024-12-08 19:15:00,2024
Newell's Old Boys,20.0,2.0,4.0,51.7,11.0,5.0,0.0,3.0,2.0,7.0,Boca Juniors,9.0,3.0,3.0,48.3,9.0,3.0,0.0,0.0,2.0,1.0,694530,2024-12-08 21:00:00,2024
Tigre,14.0,3.0,5.0,65.8,14.0,0.0,0.0,1.0,1.0,5.0,Independiente Rivadavia,13.0,3.0,6.0,34.2,6.0,1.0,1.0,0.0,3.0,4.0,694533,2024-12-09 17:00:00,2024
Argentinos Juniors,7.0,2.0,4.0,40.6,15.0,1.0,0.0,2.0,2.0,1.0,San Lorenzo,14.0,2.0,2.0,59.4,4.0,2.0,0.0,1.0,2.0,2.0,694521,2024-12-09 19:15:00,2024
Huracán,14.0,3.0,4.0,60.7,10.0,3.0,0.0,4.0,1.0,2.0,Platense,10.0,1.0,3.0,39.3,11.0,1.0,0.0,0.0,2.0,4.0,694527,2024-12-09 21:30:00,2024
Independiente,21.0,9.0,10.0,64.7,10.0,1.0,0.0,3.0,2.0,4.0,Atlético Tucumán,6.0,3.0,4.0,35.3,11.0,3.0,1.0,1.0,6.0,0.0,694528,2024-12-09 21:30:00,2024
Barracas Central,13.0,7.0,1.0,32.0,10.0,3.0,0.0,3.0,1.0,0.0,Lanús,10.0,4.0,4.0,68.0,7.0,2.0,0.0,3.0,4.0,3.0,694537,2024-12-13 19:00:00,2024
Estudiantes de La Plata,14.0,9.0,1.0,54.6,7.0,0.0,0.0,1.0,3.0,3.0,Argentinos Juniors,21.0,5.0,10.0,45.4,12.0,3.0,0.0,1.0,7.0,9.0,694540,2024-12-13 19:00:00,2024
Banfield,11.0,4.0,6.0,48.8,10.0,3.0,0.0,2.0,6.0,3.0,Sarmiento (Junín),21.0,6.0,6.0,51.2,10.0,2.0,0.0,1.0,3.0,8.0,694536,2024-12-13 21:15:00,2024
San Lorenzo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tigre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694546,2024-12-13 21:15:00,2024
Instituto (Córdoba),15.0,5.0,5.0,52.3,16.0,2.0,0.0,1.0,3.0,0.0,Godoy Cruz Antonio Tomba,13.0,6.0,4.0,47.7,12.0,0.0,0.0,2.0,4.0,3.0,694542,2024-12-14 17:00:00,2024
Rosario Central,12.0,4.0,5.0,49.0,5.0,2.0,0.0,2.0,3.0,1.0,Belgrano (Córdoba),19.0,4.0,11.0,51.0,15.0,4.0,0.0,4.0,1.0,6.0,694545,2024-12-14 17:00:00,2024
Boca Juniors,8.0,2.0,3.0,49.9,14.0,2.0,0.0,1.0,3.0,2.0,Independiente,13.0,4.0,6.0,50.1,17.0,2.0,0.0,1.0,2.0,1.0,694538,2024-12-14 19:15:00,2024
Racing Club,14.0,6.0,6.0,35.2,16.0,3.0,0.0,3.0,8.0,3.0,River Plate,17.0,8.0,8.0,64.8,15.0,3.0,0.0,2.0,5.0,2.0,694544,2024-12-14 21:15:00,2024
Defensa y Justicia,11.0,4.0,6.0,55.5,7.0,0.0,0.0,0.0,3.0,2.0,Unión (Santa Fe),11.0,3.0,1.0,44.5,9.0,1.0,0.0,0.0,4.0,3.0,694539,2024-12-15 17:00:00,2024
Platense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gimnasia La Plata,6.0,0.0,7.0,66.3,14.0,3.0,1.0,1.0,3.0,2.0,694543,2024-12-15 17:00:00,2024
Talleres (Córdoba),21.0,2.0,6.0,70.8,13.0,4.0,0.0,4.0,4.0,8.0,Newell's Old Boys,13.0,8.0,2.0,29.2,7.0,4.0,0.0,1.0,1.0,2.0,694541,2024-12-15 19:30:00,2024
Vélez Sarsfield,13.0,5.0,3.0,55.9,16.0,4.0,0.0,0.0,0.0,2.0,Huracán,4.0,0.0,0.0,44.1,14.0,4.0,0.0,3.0,3.0,1.0,694547,2024-12-15 19:30:00,2024
Atlético Tucumán,11.0,4.0,2.0,47.7,13.0,0.0,0.0,5.0,0.0,0.0,Central Córdoba (Santiago del Estero),4.0,0.0,7.0,52.3,13.0,2.0,0.0,4.0,2.0,1.0,694535,2024-12-16 21:00:00,2024
Independiente Rivadavia,10.0,2.0,6.0,80.0,4.0,3.0,0.0,2.0,1.0,1.0,Deportivo Riestra,6.0,1.0,2.0,20.0,14.0,3.0,0.0,2.0,2.0,2.0,694548,2024-12-16 21:00:00,2024
Godoy Cruz Antonio Tomba,10.0,0.0,4.0,56.2,14.0,3.0,0.0,0.0,2.0,3.0,Rosario Central,10.0,5.0,4.0,43.8,11.0,2.0,0.0,5.0,0.0,3.0,727959,2025-01-23 19:00:00,2025
Tigre,13.0,6.0,0.0,32.0,15.0,3.0,0.0,3.0,1.0,2.0,Vélez Sarsfield,6.0,1.0,3.0,68.0,10.0,1.0,0.0,3.0,3.0,3.0,727967,2025-01-23 19:00:00,2025
Defensa y Justicia,9.0,4.0,5.0,69.4,9.0,0.0,0.0,0.0,3.0,2.0,Banfield,6.0,4.0,2.0,30.6,10.0,0.0,0.0,2.0,4.0,1.0,727957,2025-01-23 21:30:00,2025
Lanús,12.0,4.0,7.0,72.0,6.0,2.0,0.0,1.0,0.0,1.0,Deportivo Riestra,8.0,2.0,3.0,28.0,14.0,1.0,0.0,0.0,4.0,2.0,727962,2025-01-23 21:30:00,2025
Newell's Old Boys,18.0,7.0,9.0,68.1,13.0,4.0,0.0,0.0,6.0,3.0,Independiente Rivadavia,12.0,7.0,7.0,31.9,11.0,3.0,0.0,1.0,7.0,3.0,727963,2025-01-23 21:30:00,2025
Barracas Central,12.0,4.0,1.0,31.5,12.0,1.0,0.0,1.0,3.0,4.0,Racing Club,16.0,6.0,7.0,68.5,11.0,1.0,0.0,2.0,3.0,6.0,727953,2025-01-24 17:00:00,2025
Independiente,20.0,7.0,4.0,63.1,10.0,1.0,0.0,1.0,1.0,5.0,Sarmiento (Junín),5.0,2.0,2.0,36.9,18.0,5.0,0.0,3.0,4.0,2.0,727960,2025-01-24 19:15:00,2025
Belgrano (Córdoba),14.0,5.0,11.0,57.3,17.0,4.0,0.0,1.0,3.0,5.0,Huracán,11.0,4.0,4.0,42.7,12.0,1.0,0.0,2.0,5.0,2.0,727954,2025-01-24 21:00:00,2025
San Martín (San Juan),10.0,1.0,5.0,60.9,11.0,2.0,0.0,2.0,4.0,6.0,Atlético Tucumán,13.0,5.0,0.0,39.1,18.0,2.0,0.0,3.0,1.0,5.0,727966,2025-01-24 21:30:00,2025
San Lorenzo,7.0,2.0,3.0,35.2,14.0,3.0,0.0,3.0,9.0,0.0,Talleres (Córdoba),18.0,8.0,6.0,64.8,17.0,1.0,0.0,3.0,1.0,6.0,727965,2025-01-25 17:00:00,2025
Estudiantes de La Plata,20.0,9.0,5.0,47.9,14.0,2.0,0.0,0.0,2.0,4.0,Unión (Santa Fe),8.0,3.0,3.0,52.1,11.0,2.0,0.0,0.0,6.0,2.0,727958,2025-01-25 19:15:00,2025
Instituto (Córdoba),11.0,5.0,6.0,46.8,12.0,3.0,0.0,3.0,2.0,3.0,Gimnasia La Plata,7.0,2.0,1.0,53.2,14.0,6.0,0.0,1.0,2.0,1.0,727961,2025-01-25 19:15:00,2025
Platense,5.0,3.0,3.0,21.1,9.0,1.0,0.0,1.0,5.0,1.0,River Plate,12.0,6.0,7.0,78.9,8.0,1.0,0.0,0.0,2.0,2.0,727964,2025-01-25 21:30:00,2025
Boca Juniors,7.0,1.0,5.0,57.3,10.0,1.0,0.0,3.0,2.0,4.0,Argentinos Juniors,11.0,2.0,5.0,42.7,13.0,2.0,0.0,3.0,1.0,3.0,727955,2025-01-26 19:00:00,2025
Central Córdoba (Santiago del Estero),11.0,3.0,5.0,52.5,17.0,1.0,0.0,1.0,3.0,2.0,Aldosivi,14.0,3.0,4.0,47.5,11.0,1.0,0.0,2.0,2.0,4.0,727956,2025-01-26 21:00:00,2025
Banfield,10.0,7.0,7.0,35.8,19.0,2.0,0.0,0.0,4.0,2.0,Newell's Old Boys,11.0,4.0,6.0,64.2,13.0,4.0,0.0,2.0,4.0,2.0,727970,2025-01-27 20:00:00,2025
Deportivo Riestra,9.0,1.0,2.0,52.3,18.0,3.0,0.0,1.0,2.0,4.0,San Martín (San Juan),17.0,2.0,5.0,47.7,10.0,1.0,0.0,0.0,1.0,5.0,727972,2025-01-28 17:00:00,2025
Rosario Central,7.0,3.0,4.0,46.4,17.0,3.0,0.0,1.0,2.0,3.0,Lanús,11.0,3.0,7.0,53.6,10.0,3.0,0.0,0.0,1.0,2.0,727978,2025-01-28 19:15:00,2025
Sarmiento (Junín),15.0,6.0,9.0,46.9,13.0,1.0,0.0,4.0,2.0,5.0,Godoy Cruz Antonio Tomba,8.0,2.0,1.0,53.1,19.0,2.0,0.0,3.0,6.0,1.0,727979,2025-01-28 19:15:00,2025
Independiente Rivadavia,8.0,2.0,3.0,63.0,11.0,2.0,0.0,7.0,1.0,3.0,Barracas Central,8.0,1.0,4.0,37.0,16.0,2.0,0.0,0.0,2.0,1.0,727975,2025-01-28 21:30:00,2025
Vélez Sarsfield,14.0,4.0,7.0,65.7,10.0,2.0,0.0,1.0,2.0,7.0,Platense,10.0,3.0,3.0,34.3,19.0,5.0,0.0,1.0,4.0,2.0,727981,2025-01-28 21:30:00,2025
Gimnasia La Plata,10.0,1.0,10.0,58.0,14.0,6.0,0.0,2.0,2.0,1.0,San Lorenzo,8.0,4.0,2.0,42.0,5.0,2.0,0.0,1.0,1.0,2.0,727973,2025-01-29 17:00:00,2025
Talleres (Córdoba),15.0,5.0,7.0,57.6,9.0,2.0,0.0,1.0,1.0,1.0,Independiente,7.0,4.0,3.0,42.4,18.0,4.0,0.0,2.0,4.0,1.0,727980,2025-01-29 17:00:00,2025
Huracán,19.0,6.0,8.0,60.5,13.0,2.0,0.0,3.0,2.0,2.0,Estudiantes de La Plata,8.0,2.0,2.0,39.5,20.0,5.0,1.0,1.0,6.0,2.0,727974,2025-01-29 19:15:00,2025
Unión (Santa Fe),10.0,2.0,8.0,54.7,13.0,4.0,0.0,2.0,2.0,1.0,Boca Juniors,9.0,3.0,2.0,45.3,13.0,3.0,0.0,2.0,1.0,4.0,727969,2025-01-29 19:15:00,2025
River Plate,12.0,3.0,3.0,70.0,15.0,4.0,0.0,3.0,2.0,4.0,Instituto (Córdoba),8.0,2.0,0.0,30.0,15.0,1.0,0.0,4.0,2.0,2.0,727977,2025-01-29 21:30:00,2025
Aldosivi,17.0,8.0,11.0,50.8,7.0,2.0,0.0,1.0,1.0,5.0,Defensa y Justicia,10.0,6.0,4.0,49.2,13.0,4.0,0.0,2.0,8.0,1.0,727968,2025-01-30 17:00:00,2025
Racing Club,17.0,7.0,7.0,52.5,15.0,0.0,0.0,1.0,1.0,6.0,Belgrano (Córdoba),8.0,1.0,6.0,47.5,11.0,0.0,0.0,3.0,3.0,4.0,727976,2025-01-30 19:15:00,2025
Argentinos Juniors,9.0,2.0,5.0,57.1,8.0,3.0,0.0,1.0,0.0,2.0,Tigre,6.0,0.0,2.0,42.9,13.0,2.0,1.0,2.0,1.0,1.0,727982,2025-01-30 21:30:00,2025
Central Córdoba (Santiago del Estero),15.0,5.0,4.0,40.1,9.0,1.0,0.0,2.0,1.0,2.0,Atlético Tucumán,8.0,1.0,1.0,59.9,10.0,3.0,0.0,2.0,3.0,0.0,727971,2025-01-30 21:30:00,2025
Barracas Central,6.0,2.0,0.0,32.5,13.0,2.0,0.0,4.0,5.0,2.0,Banfield,12.0,5.0,6.0,67.5,17.0,3.0,0.0,4.0,1.0,1.0,727985,2025-02-01 17:00:00,2025
San Martín (San Juan),12.0,0.0,4.0,33.7,8.0,2.0,0.0,0.0,3.0,2.0,Rosario Central,9.0,3.0,7.0,66.3,12.0,4.0,0.0,4.0,0.0,2.0,727996,2025-02-01 19:00:00,2025
Lanús,15.0,5.0,1.0,49.1,11.0,2.0,0.0,1.0,5.0,3.0,Sarmiento (Junín),10.0,5.0,6.0,50.9,10.0,2.0,0.0,2.0,3.0,2.0,727993,2025-02-01 21:00:00,2025
San Lorenzo,9.0,3.0,4.0,36.4,14.0,3.0,0.0,2.0,3.0,1.0,River Plate,11.0,3.0,4.0,63.6,17.0,5.0,0.0,1.0,3.0,3.0,727984,2025-02-02 17:00:00,2025
Boca Juniors,12.0,3.0,7.0,54.9,14.0,2.0,0.0,0.0,3.0,3.0,Huracán,10.0,4.0,4.0,45.1,14.0,4.0,0.0,0.0,1.0,2.0,727987,2025-02-02 19:15:00,2025
Newell's Old Boys,13.0,4.0,5.0,47.0,9.0,0.0,0.0,1.0,2.0,5.0,Aldosivi,11.0,2.0,5.0,53.0,13.0,0.0,0.0,2.0,3.0,3.0,727994,2025-02-02 19:15:00,2025
Independiente,16.0,5.0,9.0,56.7,9.0,2.0,0.0,3.0,2.0,5.0,Gimnasia La Plata,10.0,2.0,3.0,43.3,15.0,0.0,1.0,1.0,3.0,3.0,727991,2025-02-02 21:30:00,2025
Instituto (Córdoba),10.0,3.0,3.0,39.3,23.0,3.0,0.0,2.0,1.0,0.0,Vélez Sarsfield,4.0,1.0,2.0,60.7,18.0,3.0,0.0,2.0,1.0,1.0,727992,2025-02-02 21:30:00,2025
Defensa y Justicia,14.0,6.0,2.0,58.5,11.0,2.0,0.0,2.0,3.0,5.0,Central Córdoba (Santiago del Estero),6.0,4.0,6.0,41.5,9.0,1.0,0.0,3.0,4.0,0.0,727988,2025-02-03 17:00:00,2025
Estudiantes de La Plata,11.0,6.0,2.0,49.7,13.0,2.0,0.0,1.0,1.0,1.0,Racing Club,11.0,1.0,4.0,50.3,22.0,5.0,0.0,2.0,4.0,3.0,727989,2025-02-03 19:15:00,2025
Tigre,15.0,6.0,3.0,41.7,11.0,1.0,0.0,0.0,3.0,4.0,Unión (Santa Fe),12.0,3.0,5.0,58.3,11.0,1.0,1.0,2.0,4.0,3.0,727995,2025-02-03 19:15:00,2025
Argentinos Juniors,14.0,3.0,5.0,71.4,11.0,3.0,0.0,2.0,2.0,4.0,Platense,6.0,2.0,2.0,28.6,12.0,4.0,0.0,0.0,2.0,1.0,727983,2025-02-03 21:30:00,2025
Belgrano (Córdoba),22.0,3.0,6.0,58.0,15.0,1.0,0.0,3.0,2.0,7.0,Independiente Rivadavia,11.0,5.0,2.0,42.0,11.0,2.0,0.0,3.0,2.0,1.0,727986,2025-02-03 21:30:00,2025
Atlético Tucumán,13.0,5.0,12.0,72.5,11.0,1.0,0.0,4.0,2.0,7.0,Deportivo Riestra,9.0,5.0,5.0,27.5,11.0,1.0,0.0,1.0,4.0,1.0,727997,2025-02-04 21:00:00,2025
Aldosivi,18.0,7.0,4.0,68.1,7.0,3.0,0.0,5.0,1.0,3.0,Barracas Central,7.0,4.0,4.0,31.9,12.0,4.0,0.0,0.0,6.0,3.0,727998,2025-02-06 17:00:00,2025
Sarmiento (Junín),17.0,4.0,4.0,72.2,9.0,2.0,0.0,2.0,3.0,4.0,San Martín (San Juan),10.0,4.0,7.0,27.8,17.0,3.0,0.0,1.0,3.0,3.0,728009,2025-02-06 20:00:00,2025
