local_equipo,local_totalShots,local_shotsOnTarget,local_wonCorners,local_possessionPct,local_foulsCommitted,local_yellowCards,local_redCards,local_offsides,local_saves,local_blockedShots,visita_equipo,visita_totalShots,visita_shotsOnTarget,visita_wonCorners,visita_possessionPct,visita_foulsCommitted,visita_yellowCards,visita_redCards,visita_offsides,visita_saves,visita_blockedShots,event_id,fecha,temporada
Rosario Central,12.0,1.0,4.0,51.1,11.0,2.0,0.0,1.0,2.0,5.0,Atlético Tucumán,12.0,2.0,6.0,48.9,15.0,1.0,0.0,0.0,0.0,2.0,694332,2024-08-26 18:30:00,2024
Estudiantes de La Plata,16.0,4.0,3.0,49.8,16.0,2.0,0.0,3.0,3.0,5.0,Boca Juniors,9.0,4.0,8.0,50.2,22.0,1.0,1.0,0.0,4.0,3.0,694325,2024-08-26 21:00:00,2024
Sarmiento (Junín),13.0,1.0,7.0,34.1,12.0,1.0,0.0,1.0,5.0,5.0,Lanús,17.0,5.0,7.0,65.9,11.0,1.0,0.0,0.0,1.0,3.0,694341,2024-08-30 19:00:00,2024
Unión (Santa Fe),23.0,6.0,5.0,79.7,11.0,1.0,0.0,2.0,2.0,5.0,Deportivo Riestra,6.0,2.0,1.0,20.3,13.0,1.0,1.0,0.0,6.0,1.0,694339,2024-08-30 21:00:00,2024
Defensa y Justicia,7.0,2.0,2.0,41.3,17.0,2.0,1.0,0.0,1.0,1.0,Barracas Central,14.0,1.0,3.0,58.7,11.0,1.0,0.0,0.0,2.0,4.0,694348,2024-08-31 15:00:00,2024
Newell's Old Boys,17.0,4.0,13.0,59.5,12.0,2.0,0.0,1.0,1.0,6.0,Belgrano (Córdoba),3.0,1.0,2.0,40.5,10.0,0.0,0.0,5.0,4.0,0.0,694343,2024-08-31 15:00:00,2024
Vélez Sarsfield,16.0,6.0,3.0,56.0,7.0,0.0,0.0,0.0,3.0,3.0,Independiente Rivadavia,10.0,3.0,3.0,44.0,10.0,4.0,0.0,0.0,2.0,1.0,694352,2024-08-31 18:00:00,2024
Boca Juniors,11.0,6.0,0.0,48.3,16.0,2.0,0.0,0.0,5.0,2.0,Rosario Central,23.0,6.0,10.0,51.7,17.0,3.0,0.0,3.0,4.0,6.0,694349,2024-08-31 21:00:00,2024
Huracán,11.0,1.0,8.0,58.4,16.0,2.0,0.0,1.0,0.0,7.0,Tigre,6.0,2.0,1.0,41.6,19.0,6.0,0.0,0.0,1.0,2.0,694345,2024-09-01 14:30:00,2024
Platense,10.0,4.0,6.0,40.2,14.0,1.0,0.0,1.0,1.0,1.0,San Lorenzo,7.0,3.0,1.0,59.8,12.0,4.0,0.0,2.0,3.0,0.0,694342,2024-09-01 14:30:00,2024
Independiente,7.0,0.0,0.0,28.6,13.0,4.0,1.0,2.0,1.0,3.0,River Plate,12.0,1.0,7.0,71.4,15.0,6.0,0.0,4.0,0.0,2.0,694344,2024-09-01 17:00:00,2024
Atlético Tucumán,8.0,3.0,4.0,39.7,16.0,3.0,0.0,1.0,4.0,3.0,Racing Club,20.0,4.0,13.0,60.3,8.0,3.0,0.0,0.0,2.0,7.0,694351,2024-09-01 19:00:00,2024
Banfield,14.0,4.0,7.0,48.4,10.0,3.0,0.0,4.0,6.0,5.0,Instituto (Córdoba),22.0,8.0,8.0,51.6,12.0,5.0,0.0,1.0,3.0,4.0,694350,2024-09-01 21:00:00,2024
Godoy Cruz Antonio Tomba,8.0,3.0,6.0,63.4,15.0,3.0,0.0,1.0,0.0,3.0,Central Córdoba (Santiago del Estero),10.0,1.0,1.0,36.6,11.0,1.0,1.0,3.0,2.0,3.0,694346,2024-09-02 19:00:00,2024
Deportivo Riestra,9.0,1.0,5.0,36.7,11.0,1.0,0.0,1.0,3.0,1.0,Huracán,14.0,3.0,4.0,63.3,9.0,2.0,0.0,3.0,0.0,3.0,694361,2024-09-13 15:00:00,2024
Central Córdoba (Santiago del Estero),22.0,9.0,3.0,51.0,9.0,0.0,0.0,0.0,2.0,3.0,Instituto (Córdoba),11.0,4.0,1.0,49.0,7.0,2.0,0.0,2.0,7.0,2.0,694362,2024-09-13 18:30:00,2024
Lanús,18.0,6.0,5.0,55.4,5.0,1.0,0.0,4.0,4.0,4.0,Unión (Santa Fe),13.0,5.0,3.0,44.6,18.0,5.0,0.0,1.0,5.0,3.0,694357,2024-09-13 18:30:00,2024
River Plate,27.0,10.0,11.0,60.7,7.0,0.0,0.0,2.0,0.0,9.0,Atlético Tucumán,11.0,1.0,4.0,39.3,12.0,2.0,0.0,1.0,6.0,2.0,694355,2024-09-13 21:00:00,2024
San Lorenzo,11.0,4.0,8.0,56.7,12.0,2.0,0.0,3.0,5.0,3.0,Vélez Sarsfield,16.0,6.0,9.0,43.3,11.0,4.0,0.0,1.0,4.0,4.0,694353,2024-09-14 15:00:00,2024
Racing Club,14.0,3.0,2.0,49.1,16.0,1.0,0.0,0.0,3.0,5.0,Boca Juniors,7.0,4.0,2.0,50.9,12.0,4.0,0.0,1.0,1.0,1.0,694356,2024-09-14 17:30:00,2024
Godoy Cruz Antonio Tomba,19.0,6.0,7.0,65.1,11.0,3.0,0.0,0.0,4.0,5.0,Sarmiento (Junín),15.0,6.0,6.0,34.9,13.0,3.0,0.0,0.0,5.0,1.0,694359,2024-09-15 15:00:00,2024
Rosario Central,11.0,6.0,5.0,43.6,6.0,3.0,0.0,1.0,4.0,1.0,Talleres (Córdoba),9.0,5.0,1.0,56.4,10.0,4.0,1.0,1.0,4.0,1.0,694354,2024-09-15 17:30:00,2024
Argentinos Juniors,13.0,7.0,6.0,45.3,14.0,2.0,0.0,4.0,1.0,1.0,Newell's Old Boys,6.0,1.0,3.0,54.7,10.0,1.0,0.0,1.0,4.0,1.0,694365,2024-09-15 20:00:00,2024
Barracas Central,14.0,1.0,4.0,45.5,16.0,4.0,0.0,0.0,7.0,5.0,Banfield,13.0,8.0,6.0,54.5,7.0,0.0,1.0,5.0,1.0,2.0,694364,2024-09-16 15:00:00,2024
Independiente Rivadavia,6.0,2.0,4.0,32.1,17.0,5.0,0.0,4.0,3.0,3.0,Defensa y Justicia,15.0,3.0,3.0,67.9,6.0,2.0,0.0,3.0,1.0,4.0,694358,2024-09-16 21:00:00,2024
Gimnasia La Plata,16.0,4.0,4.0,65.9,6.0,2.0,0.0,4.0,3.0,8.0,Deportivo Riestra,7.0,3.0,1.0,34.1,11.0,2.0,0.0,0.0,4.0,1.0,694371,2024-09-20 17:30:00,2024
Unión (Santa Fe),16.0,5.0,11.0,54.2,11.0,2.0,0.0,1.0,0.0,5.0,Godoy Cruz Antonio Tomba,3.0,1.0,2.0,45.8,16.0,4.0,0.0,2.0,3.0,2.0,694379,2024-09-20 20:00:00,2024
Boca Juniors,9.0,2.0,11.0,55.9,17.0,2.0,1.0,3.0,2.0,4.0,River Plate,6.0,3.0,0.0,44.1,16.0,6.0,0.0,1.0,2.0,1.0,694369,2024-09-21 16:00:00,2024
Instituto (Córdoba),17.0,1.0,7.0,65.6,9.0,4.0,0.0,5.0,2.0,5.0,Barracas Central,6.0,3.0,1.0,34.4,16.0,2.0,0.0,3.0,1.0,0.0,694374,2024-09-21 19:00:00,2024
Newell's Old Boys,15.0,6.0,10.0,33.1,17.0,4.0,0.0,1.0,5.0,4.0,Tigre,12.0,5.0,3.0,66.9,10.0,2.0,0.0,1.0,4.0,1.0,694375,2024-09-21 19:00:00,2024
Defensa y Justicia,11.0,2.0,4.0,44.5,16.0,2.0,0.0,4.0,4.0,2.0,San Lorenzo,10.0,4.0,1.0,55.5,12.0,1.0,0.0,1.0,2.0,3.0,694370,2024-09-21 21:15:00,2024
Huracán,17.0,7.0,5.0,43.0,15.0,0.0,0.0,1.0,4.0,3.0,Lanús,11.0,3.0,3.0,57.0,9.0,1.0,0.0,1.0,3.0,2.0,694372,2024-09-22 14:30:00,2024
Independiente,8.0,1.0,4.0,50.1,19.0,2.0,0.0,2.0,1.0,4.0,Argentinos Juniors,5.0,1.0,2.0,49.9,14.0,2.0,0.0,2.0,1.0,1.0,694373,2024-09-22 14:30:00,2024
Talleres (Córdoba),7.0,4.0,0.0,45.3,6.0,1.0,1.0,2.0,3.0,1.0,Racing Club,11.0,4.0,5.0,54.7,13.0,3.0,0.0,2.0,2.0,1.0,694378,2024-09-22 17:00:00,2024
Atlético Tucumán,14.0,5.0,9.0,61.8,10.0,1.0,0.0,1.0,3.0,4.0,Belgrano (Córdoba),9.0,7.0,4.0,38.2,11.0,4.0,0.0,0.0,3.0,0.0,694367,2024-09-22 19:30:00,2024
Platense,13.0,6.0,8.0,43.4,12.0,3.0,0.0,0.0,1.0,4.0,Rosario Central,6.0,1.0,0.0,56.6,15.0,4.0,0.0,4.0,5.0,0.0,694376,2024-09-22 19:30:00,2024
Sarmiento (Junín),16.0,6.0,5.0,57.3,8.0,2.0,0.0,0.0,2.0,2.0,Central Córdoba (Santiago del Estero),18.0,5.0,3.0,42.7,14.0,2.0,0.0,1.0,3.0,2.0,694377,2024-09-23 18:45:00,2024
Banfield,14.0,6.0,6.0,40.4,11.0,1.0,0.0,1.0,4.0,3.0,Independiente Rivadavia,14.0,4.0,3.0,59.6,12.0,1.0,0.0,2.0,3.0,6.0,694368,2024-09-23 21:00:00,2024
Vélez Sarsfield,17.0,6.0,9.0,48.6,9.0,1.0,0.0,2.0,2.0,3.0,Estudiantes de La Plata,9.0,3.0,1.0,51.4,11.0,4.0,0.0,1.0,4.0,0.0,694380,2024-09-23 21:00:00,2024
Deportivo Riestra,10.0,3.0,1.0,33.7,19.0,1.0,1.0,1.0,9.0,2.0,Newell's Old Boys,23.0,11.0,2.0,66.3,19.0,2.0,0.0,3.0,0.0,2.0,694384,2024-09-27 15:00:00,2024
Independiente Rivadavia,17.0,6.0,8.0,50.5,14.0,1.0,0.0,3.0,2.0,2.0,Instituto (Córdoba),16.0,3.0,2.0,49.5,15.0,3.0,0.0,0.0,4.0,7.0,694394,2024-09-27 21:00:00,2024
San Lorenzo,12.0,3.0,1.0,62.0,11.0,4.0,0.0,1.0,2.0,1.0,Banfield,14.0,3.0,6.0,38.0,12.0,2.0,1.0,0.0,1.0,4.0,694392,2024-09-28 15:00:00,2024
Godoy Cruz Antonio Tomba,9.0,4.0,5.0,59.3,11.0,2.0,0.0,1.0,6.0,4.0,Huracán,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694386,2024-09-28 17:30:00,2024
Belgrano (Córdoba),18.0,7.0,6.0,38.8,17.0,5.0,0.0,3.0,2.0,2.0,Boca Juniors,3.0,2.0,4.0,61.2,7.0,2.0,0.0,0.0,5.0,0.0,694382,2024-09-28 20:00:00,2024
Central Córdoba (Santiago del Estero),12.0,6.0,2.0,56.8,16.0,3.0,0.0,2.0,2.0,1.0,Barracas Central,8.0,3.0,2.0,43.2,11.0,1.0,0.0,0.0,4.0,2.0,694383,2024-09-29 14:30:00,2024
River Plate,24.0,7.0,7.0,64.6,9.0,4.0,0.0,1.0,2.0,11.0,Talleres (Córdoba),8.0,3.0,1.0,35.4,16.0,4.0,0.0,1.0,7.0,0.0,694390,2024-09-29 18:15:00,2024
Argentinos Juniors,16.0,2.0,5.0,65.8,8.0,1.0,0.0,2.0,3.0,6.0,Atlético Tucumán,14.0,3.0,3.0,34.2,12.0,0.0,0.0,3.0,2.0,4.0,694381,2024-09-30 19:00:00,2024
Racing Club,20.0,7.0,8.0,68.9,6.0,0.0,0.0,3.0,3.0,4.0,Platense,9.0,4.0,0.0,31.1,9.0,0.0,0.0,1.0,6.0,2.0,694389,2024-09-30 21:00:00,2024
Lanús,23.0,4.0,7.0,66.2,10.0,1.0,0.0,3.0,2.0,6.0,Gimnasia La Plata,8.0,2.0,3.0,33.8,14.0,1.0,2.0,2.0,4.0,1.0,694387,2024-09-30 21:15:00,2024
Tigre,7.0,1.0,2.0,49.8,11.0,2.0,0.0,2.0,4.0,2.0,Independiente,16.0,5.0,3.0,50.2,8.0,2.0,0.0,0.0,0.0,4.0,694388,2024-10-01 18:30:00,2024
Rosario Central,10.0,4.0,10.0,41.8,13.0,3.0,0.0,2.0,2.0,2.0,Vélez Sarsfield,9.0,2.0,5.0,58.2,6.0,1.0,1.0,1.0,1.0,5.0,694391,2024-10-01 20:30:00,2024
Unión (Santa Fe),13.0,1.0,7.0,63.4,14.0,5.0,0.0,2.0,2.0,3.0,Central Córdoba (Santiago del Estero),9.0,4.0,1.0,36.6,15.0,3.0,0.0,1.0,1.0,1.0,694407,2024-10-04 19:00:00,2024
Vélez Sarsfield,16.0,6.0,8.0,50.9,9.0,1.0,0.0,3.0,1.0,1.0,Racing Club,12.0,1.0,5.0,49.1,9.0,2.0,0.0,2.0,5.0,7.0,694408,2024-10-05 15:00:00,2024
Gimnasia La Plata,13.0,4.0,7.0,61.5,9.0,2.0,0.0,1.0,3.0,3.0,Godoy Cruz Antonio Tomba,9.0,4.0,3.0,38.5,13.0,3.0,0.0,1.0,4.0,4.0,694400,2024-10-05 17:30:00,2024
Newell's Old Boys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lanús,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694404,2024-10-05 17:30:00,2024
Instituto (Córdoba),18.0,7.0,8.0,49.3,15.0,2.0,0.0,1.0,1.0,6.0,San Lorenzo,7.0,2.0,1.0,50.7,13.0,2.0,0.0,1.0,5.0,1.0,694403,2024-10-05 20:00:00,2024
Talleres (Córdoba),26.0,3.0,4.0,82.2,9.0,3.0,0.0,4.0,2.0,9.0,Belgrano (Córdoba),5.0,2.0,3.0,17.8,12.0,3.0,1.0,1.0,3.0,1.0,694406,2024-10-06 16:30:00,2024
Platense,7.0,0.0,3.0,23.1,18.0,3.0,0.0,1.0,3.0,3.0,River Plate,10.0,3.0,6.0,76.9,10.0,1.0,0.0,1.0,0.0,2.0,694405,2024-10-06 19:00:00,2024
Boca Juniors,17.0,6.0,3.0,34.8,14.0,3.0,0.0,1.0,5.0,1.0,Argentinos Juniors,16.0,5.0,7.0,65.2,8.0,2.0,0.0,3.0,5.0,2.0,694398,2024-10-06 21:00:00,2024
Barracas Central,14.0,3.0,5.0,40.3,14.0,2.0,0.0,1.0,3.0,4.0,Independiente Rivadavia,8.0,3.0,4.0,59.7,7.0,1.0,0.0,4.0,2.0,1.0,694397,2024-10-07 15:00:00,2024
Banfield,8.0,3.0,2.0,40.5,14.0,2.0,0.0,0.0,2.0,1.0,Estudiantes de La Plata,16.0,4.0,8.0,59.5,13.0,2.0,0.0,2.0,2.0,5.0,694396,2024-10-07 18:00:00,2024
Atlético Tucumán,19.0,8.0,6.0,54.6,10.0,3.0,0.0,2.0,3.0,4.0,Tigre,10.0,4.0,4.0,45.4,15.0,2.0,0.0,4.0,7.0,1.0,694395,2024-10-07 21:00:00,2024
Godoy Cruz Antonio Tomba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Lorenzo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694212,2024-10-12 15:30:00,2024
Deportivo Riestra,7.0,4.0,2.0,31.7,9.0,0.0,0.0,1.0,4.0,1.0,Atlético Tucumán,16.0,5.0,6.0,68.3,10.0,1.0,0.0,0.0,2.0,2.0,694412,2024-10-18 15:00:00,2024
Sarmiento (Junín),5.0,2.0,4.0,46.7,10.0,4.0,0.0,1.0,3.0,2.0,Gimnasia La Plata,15.0,4.0,5.0,53.3,10.0,4.0,0.0,0.0,1.0,3.0,694420,2024-10-18 17:00:00,2024
Central Córdoba (Santiago del Estero),15.0,6.0,3.0,46.5,12.0,1.0,0.0,1.0,2.0,3.0,Independiente Rivadavia,5.0,2.0,3.0,53.5,14.0,5.0,0.0,2.0,5.0,0.0,694411,2024-10-18 18:45:00,2024
River Plate,11.0,3.0,5.0,66.9,12.0,1.0,0.0,7.0,2.0,0.0,Vélez Sarsfield,9.0,3.0,2.0,33.1,14.0,2.0,0.0,1.0,2.0,1.0,694417,2024-10-18 21:00:00,2024
Belgrano (Córdoba),9.0,3.0,4.0,63.3,10.0,4.0,0.0,3.0,1.0,0.0,Platense,9.0,2.0,6.0,36.7,12.0,1.0,0.0,1.0,3.0,3.0,694410,2024-10-19 17:00:00,2024
Racing Club,15.0,5.0,4.0,44.1,13.0,0.0,0.0,3.0,4.0,3.0,Defensa y Justicia,20.0,7.0,8.0,55.9,8.0,0.0,0.0,1.0,1.0,5.0,694416,2024-10-19 17:00:00,2024
Tigre,13.0,9.0,4.0,26.6,13.0,0.0,0.0,2.0,2.0,2.0,Boca Juniors,9.0,2.0,10.0,73.4,7.0,1.0,0.0,2.0,4.0,2.0,694421,2024-10-19 19:15:00,2024
Unión (Santa Fe),18.0,5.0,2.0,42.8,7.0,0.0,0.0,0.0,1.0,8.0,Huracán,6.0,2.0,6.0,57.2,13.0,2.0,0.0,2.0,5.0,1.0,694422,2024-10-19 21:15:00,2024
Argentinos Juniors,9.0,3.0,5.0,44.1,8.0,4.0,0.0,3.0,2.0,1.0,Talleres (Córdoba),16.0,2.0,2.0,55.9,12.0,3.0,0.0,2.0,0.0,9.0,694409,2024-10-20 15:00:00,2024
Estudiantes de La Plata,10.0,5.0,3.0,38.7,13.0,1.0,0.0,1.0,3.0,1.0,Instituto (Córdoba),11.0,4.0,6.0,61.3,10.0,2.0,0.0,0.0,2.0,3.0,694413,2024-10-20 17:15:00,2024
Rosario Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694418,2024-10-20 17:15:00,2024
Godoy Cruz Antonio Tomba,10.0,6.0,9.0,40.5,17.0,3.0,0.0,3.0,2.0,3.0,Newell's Old Boys,11.0,2.0,5.0,59.5,6.0,2.0,0.0,2.0,4.0,1.0,694414,2024-10-20 19:30:00,2024
Barracas Central,14.0,3.0,4.0,37.6,10.0,1.0,0.0,0.0,5.0,6.0,Estudiantes de La Plata,12.0,6.0,7.0,62.4,11.0,3.0,0.0,5.0,2.0,1.0,694425,2024-10-25 15:00:00,2024
Defensa y Justicia,22.0,7.0,7.0,47.4,9.0,1.0,1.0,1.0,2.0,8.0,River Plate,11.0,3.0,4.0,52.6,13.0,3.0,1.0,4.0,7.0,2.0,694427,2024-10-25 21:00:00,2024
Instituto (Córdoba),9.0,3.0,5.0,50.9,14.0,3.0,0.0,0.0,2.0,2.0,Rosario Central,8.0,2.0,4.0,49.1,15.0,5.0,0.0,0.0,3.0,2.0,694432,2024-10-26 17:15:00,2024
Newell's Old Boys,15.0,3.0,6.0,59.3,8.0,1.0,0.0,1.0,2.0,4.0,Sarmiento (Junín),8.0,3.0,2.0,40.7,20.0,1.0,1.0,2.0,2.0,2.0,694433,2024-10-26 17:15:00,2024
Independiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Godoy Cruz Antonio Tomba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694430,2024-10-26 19:30:00,2024
Vélez Sarsfield,25.0,9.0,9.0,69.1,8.0,4.0,0.0,0.0,1.0,7.0,Belgrano (Córdoba),4.0,2.0,2.0,30.9,11.0,2.0,0.0,2.0,8.0,0.0,694435,2024-10-26 21:00:00,2024
Platense,8.0,2.0,2.0,34.4,7.0,5.0,1.0,0.0,5.0,0.0,Argentinos Juniors,23.0,6.0,13.0,65.6,11.0,4.0,0.0,2.0,1.0,7.0,694434,2024-10-27 15:00:00,2024
Banfield,9.0,4.0,1.0,45.0,8.0,0.0,0.0,1.0,1.0,1.0,Racing Club,12.0,2.0,5.0,55.0,11.0,1.0,0.0,4.0,2.0,3.0,694424,2024-10-27 17:15:00,2024
Boca Juniors,23.0,10.0,12.0,84.0,9.0,1.0,1.0,3.0,4.0,5.0,Deportivo Riestra,6.0,5.0,3.0,16.0,14.0,3.0,0.0,1.0,9.0,0.0,694426,2024-10-27 19:00:00,2024
Atlético Tucumán,22.0,5.0,11.0,51.0,14.0,1.0,0.0,1.0,0.0,4.0,Lanús,10.0,0.0,2.0,49.0,9.0,4.0,0.0,0.0,4.0,7.0,694423,2024-10-27 21:15:00,2024
Talleres (Córdoba),11.0,4.0,9.0,67.1,8.0,3.0,0.0,2.0,2.0,3.0,Tigre,11.0,3.0,1.0,32.9,16.0,2.0,0.0,3.0,4.0,2.0,694429,2024-10-27 21:15:00,2024
Gimnasia La Plata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unión (Santa Fe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694428,2024-10-28 19:00:00,2024
Huracán,14.0,5.0,6.0,40.8,16.0,3.0,1.0,4.0,3.0,4.0,Central Córdoba (Santiago del Estero),15.0,3.0,3.0,59.2,11.0,3.0,0.0,1.0,4.0,7.0,694436,2024-10-28 21:00:00,2024
Estudiantes de La Plata,13.0,3.0,7.0,64.7,12.0,1.0,0.0,2.0,2.0,5.0,Independiente Rivadavia,3.0,3.0,1.0,35.3,7.0,1.0,0.0,1.0,2.0,0.0,694441,2024-10-31 19:00:00,2024
Sarmiento (Junín),6.0,2.0,1.0,35.1,11.0,2.0,0.0,1.0,2.0,0.0,Independiente,22.0,3.0,4.0,64.9,10.0,3.0,0.0,0.0,2.0,10.0,694448,2024-10-31 19:00:00,2024
Godoy Cruz Antonio Tomba,13.0,4.0,4.0,51.8,9.0,0.0,0.0,0.0,1.0,2.0,Atlético Tucumán,8.0,2.0,4.0,48.2,17.0,2.0,0.0,6.0,3.0,2.0,694442,2024-10-31 21:15:00,2024
Huracán,8.0,2.0,2.0,45.3,12.0,2.0,0.0,3.0,1.0,1.0,Gimnasia La Plata,9.0,1.0,5.0,54.7,20.0,2.0,0.0,0.0,2.0,4.0,694443,2024-11-01 19:45:00,2024
Unión (Santa Fe),13.0,4.0,2.0,34.2,13.0,1.0,0.0,3.0,4.0,3.0,Newell's Old Boys,12.0,3.0,1.0,65.8,8.0,1.0,0.0,2.0,1.0,2.0,694450,2024-11-01 21:15:00,2024
Argentinos Juniors,17.0,5.0,3.0,41.0,13.0,4.0,2.0,2.0,2.0,5.0,Vélez Sarsfield,8.0,3.0,4.0,59.0,10.0,1.0,0.0,3.0,4.0,3.0,694437,2024-11-01 22:00:00,2024
Deportivo Riestra,12.0,2.0,11.0,27.1,15.0,1.0,0.0,2.0,2.0,4.0,Talleres (Córdoba),10.0,2.0,3.0,72.9,13.0,2.0,0.0,2.0,2.0,1.0,694440,2024-11-02 15:00:00,2024
River Plate,19.0,7.0,8.0,63.8,13.0,4.0,0.0,3.0,1.0,7.0,Banfield,7.0,2.0,2.0,36.2,11.0,3.0,0.0,3.0,4.0,1.0,694446,2024-11-02 18:00:00,2024
Belgrano (Córdoba),15.0,6.0,4.0,45.0,8.0,2.0,0.0,8.0,6.0,1.0,Defensa y Justicia,15.0,8.0,3.0,55.0,12.0,4.0,0.0,0.0,5.0,2.0,694438,2024-11-02 20:00:00,2024
Tigre,10.0,3.0,7.0,65.7,15.0,4.0,0.0,0.0,2.0,2.0,Platense,5.0,2.0,1.0,34.3,14.0,3.0,0.0,0.0,3.0,3.0,694449,2024-11-03 17:00:00,2024
Racing Club,7.0,3.0,6.0,38.9,14.0,3.0,0.0,0.0,5.0,2.0,Instituto (Córdoba),16.0,5.0,10.0,61.1,7.0,3.0,0.0,2.0,1.0,5.0,694445,2024-11-03 17:30:00,2024
Lanús,20.0,7.0,5.0,43.1,12.0,1.0,0.0,2.0,2.0,7.0,Boca Juniors,8.0,2.0,3.0,56.9,13.0,4.0,0.0,0.0,6.0,3.0,694444,2024-11-03 19:30:00,2024
Atlético Tucumán,16.0,7.0,9.0,55.8,16.0,4.0,0.0,3.0,0.0,1.0,Sarmiento (Junín),10.0,0.0,3.0,44.2,10.0,2.0,0.0,4.0,6.0,2.0,694451,2024-11-04 19:00:00,2024
Independiente Rivadavia,19.0,6.0,4.0,57.6,11.0,2.0,0.0,1.0,2.0,3.0,Rosario Central,8.0,3.0,2.0,42.4,20.0,6.0,0.0,6.0,5.0,1.0,694458,2024-11-04 21:00:00,2024
Gimnasia La Plata,12.0,2.0,11.0,51.4,9.0,2.0,0.0,1.0,1.0,4.0,Central Córdoba (Santiago del Estero),10.0,1.0,5.0,48.6,12.0,4.0,1.0,2.0,2.0,4.0,694456,2024-11-05 18:45:00,2024
San Lorenzo,7.0,2.0,4.0,42.5,6.0,0.0,1.0,0.0,4.0,1.0,Estudiantes de La Plata,12.0,5.0,4.0,57.5,21.0,6.0,0.0,3.0,1.0,5.0,694462,2024-11-05 18:45:00,2024
Independiente,13.0,8.0,3.0,60.0,11.0,2.0,0.0,3.0,0.0,2.0,Unión (Santa Fe),1.0,0.0,1.0,40.0,9.0,0.0,1.0,1.0,5.0,0.0,694457,2024-11-05 21:00:00,2024
Newell's Old Boys,25.0,4.0,9.0,70.8,10.0,3.0,0.0,0.0,0.0,10.0,Huracán,5.0,4.0,1.0,29.2,17.0,1.0,0.0,4.0,2.0,1.0,694460,2024-11-05 21:00:00,2024
Banfield,10.0,2.0,4.0,41.0,9.0,2.0,0.0,2.0,1.0,2.0,Belgrano (Córdoba),13.0,2.0,5.0,59.0,11.0,1.0,0.0,2.0,1.0,1.0,694452,2024-11-06 17:00:00,2024
Boca Juniors,9.0,5.0,2.0,57.4,10.0,1.0,0.0,5.0,4.0,2.0,Godoy Cruz Antonio Tomba,13.0,5.0,1.0,42.6,11.0,2.0,0.0,2.0,1.0,2.0,694454,2024-11-06 19:30:00,2024
Instituto (Córdoba),6.0,4.0,1.0,30.3,14.0,2.0,0.0,0.0,3.0,1.0,River Plate,19.0,6.0,6.0,69.7,8.0,3.0,0.0,2.0,2.0,2.0,694459,2024-11-06 21:30:00,2024
Talleres (Córdoba),16.0,6.0,3.0,63.7,14.0,2.0,0.0,2.0,3.0,4.0,Lanús,10.0,5.0,4.0,36.3,7.0,0.0,0.0,2.0,5.0,2.0,694463,2024-11-07 18:45:00,2024
Defensa y Justicia,12.0,5.0,5.0,62.0,9.0,3.0,0.0,4.0,0.0,3.0,Argentinos Juniors,8.0,1.0,4.0,38.0,15.0,4.0,0.0,3.0,3.0,1.0,694455,2024-11-07 19:00:00,2024
Vélez Sarsfield,16.0,1.0,8.0,55.5,9.0,1.0,0.0,2.0,1.0,7.0,Tigre,7.0,2.0,4.0,44.5,17.0,4.0,0.0,1.0,1.0,2.0,694464,2024-11-07 21:15:00,2024
Unión (Santa Fe),16.0,4.0,8.0,56.9,10.0,4.0,0.0,2.0,3.0,4.0,Atlético Tucumán,8.0,3.0,6.0,43.1,12.0,3.0,1.0,4.0,3.0,2.0,694478,2024-11-09 16:45:00,2024
Gimnasia La Plata,11.0,5.0,2.0,38.6,19.0,3.0,1.0,1.0,1.0,2.0,Newell's Old Boys,7.0,1.0,5.0,61.4,10.0,5.0,1.0,2.0,4.0,1.0,694469,2024-11-09 17:00:00,2024
Rosario Central,12.0,2.0,8.0,61.1,14.0,4.0,0.0,2.0,2.0,2.0,San Lorenzo,12.0,3.0,2.0,38.9,15.0,1.0,0.0,2.0,2.0,4.0,694475,2024-11-09 19:00:00,2024
Huracán,7.0,4.0,4.0,41.3,13.0,3.0,0.0,4.0,1.0,1.0,Independiente,10.0,1.0,3.0,58.7,13.0,3.0,0.0,1.0,3.0,4.0,694471,2024-11-09 21:00:00,2024
Central Córdoba (Santiago del Estero),10.0,4.0,7.0,56.8,5.0,2.0,0.0,0.0,1.0,3.0,Estudiantes de La Plata,8.0,2.0,2.0,43.2,8.0,1.0,0.0,0.0,3.0,2.0,694467,2024-11-10 16:00:00,2024
