fecha,competicion,local,visita,elo_diff,squad_value_diff,ea_overall_diff,h2h_diff,goles_anotados_diff,goles_recibidos_diff,tiros_diff,tiros_arco_diff,corners_diff,posesion_diff,faltas_diff,resultado
2022-11-20,Amistosos 2022-23,Guatemala,Nicaragua,135.0,-2.207,-9.03,2.28,0.2,0.85,-7.5,-2.87,-3.8,-20.05,-4.9,2
2022-11-20,Amistosos 2022-23,Uzbekistan,Russia,-114.8,-1.968,-2.85,-0.0,0.5,0.8,-11.0,-3.0,-1.2,38.35,0.4,1
2022-11-20,Amistosos 2022-23,North Macedonia,Azerbaijan,129.5,2.376,8.48,1.286,-0.25,0.3,1.71,1.12,0.1,7.74,-1.81,0
2022-11-20,Amistosos 2022-23,Colombia,Paraguay,174.9,1.212,5.27,0.104,0.73,-0.8,6.96,3.38,2.75,9.83,-2.04,2
2022-11-20,Amistosos 2022-23,Slovakia,Chile,-171.7,0.715,0.45,0.5,-0.71,-0.54,6.19,0.98,2.86,9.13,-0.79,1
2022-11-20,Mundial 2022,Qatar,Ecuador,-121.0,0.055,-4.27,-0.0,0.67,-0.5,-1.88,-1.75,-1.88,-19.4,-10.25,0
2022-11-20,Amistosos 2022-23,Israel,Cyprus,304.8,1.051,4.36,0.938,0.92,-1.0,6.23,1.83,2.42,17.56,5.25,0
2022-11-20,Amistosos 2022-23,Guinea-Bissau,Gambia,-52.6,-2.414,2.04,0.133,1.0,0.92,1.07,0.8,0.75,10.46,0.27,1
2022-11-21,Amistosos 2022-23,Iraq,Venezuela,-63.9,-2.235,-10.64,0.0,-1.0,0.4,-3.71,-2.29,-4.67,-32.83,-7.83,1
2022-11-21,Mundial 2022,England,Iran,53.2,2.818,12.64,0.0,1.08,0.17,10.38,3.25,4.5,-16.92,0.75,2
2022-11-21,Mundial 2022,Senegal,Netherlands,-299.1,-0.845,-3.27,-0.0,0.08,-0.4,1.2,0.43,1.45,4.46,3.07,0
2022-11-21,Mundial 2022,United States,Wales,74.5,0.66,1.18,1.0,2.1,0.29,-1.5,1.8,1.0,11.39,2.38,1
2022-11-22,Mundial 2022,France,Australia,206.9,3.031,13.18,1.4,-0.5,-0.07,2.42,1.08,1.21,-0.09,-5.0,2
2022-11-22,Mundial 2022,Mexico,Poland,43.9,-0.498,-0.55,0.444,0.71,-0.33,3.5,0.5,1.12,14.12,-2.75,1
2022-11-22,Mundial 2022,Argentina,Saudi Arabia,445.9,2.842,13.09,1.0,2.0,0.0,7.06,3.57,1.17,15.08,2.14,0
2022-11-22,Mundial 2022,Denmark,Tunisia,215.5,1.715,7.36,1.0,0.0,-0.53,1.25,1.29,-0.5,-13.83,-6.82,1
2022-11-23,Mundial 2022,Germany,Japan,121.2,1.793,10.27,1.5,-0.54,-0.07,-0.95,-1.12,-0.7,16.54,-4.03,0
2022-11-23,Mundial 2022,Spain,Costa Rica,245.1,3.341,13.55,2.0,0.29,0.17,3.58,0.79,1.62,26.45,-2.53,2
2022-11-23,Mundial 2022,Belgium,Canada,162.0,1.566,9.55,2.5,-0.3,0.17,2.2,1.77,0.93,5.5,-0.53,2
2022-11-23,Mundial 2022,Morocco,Croatia,-130.7,-0.412,-2.64,-0.0,0.6,0.6,10.0,2.5,0.75,-0.91,3.12,1
2022-11-24,Mundial 2022,Switzerland,Cameroon,257.0,0.554,2.82,-0.0,-0.4,0.21,-1.5,-0.74,0.66,-8.88,-0.78,2
2022-11-24,Mundial 2022,Uruguay,South Korea,120.1,0.933,5.64,0.875,0.74,-1.2,1.43,0.29,1.0,-6.51,2.0,1
2022-11-24,Mundial 2022,Portugal,Ghana,386.9,1.483,8.09,1.0,1.27,-1.75,2.75,1.25,0.88,3.33,3.25,2
2022-11-24,Mundial 2022,Brazil,Serbia,269.3,0.908,5.45,1.2,0.71,-0.5,8.0,3.43,0.14,4.14,1.57,2
2022-11-24,Amistosos 2022-23,Suriname,Bonaire,184.2,1.55,0.45,2.8,0.21,-0.68,2.75,0.3,0.95,3.73,0.6,2
2022-11-25,Mundial 2022,Qatar,Senegal,-57.6,-1.114,-9.64,0.0,-0.67,0.4,-5.95,-3.07,-2.38,-14.4,-5.52,0
2022-11-25,Mundial 2022,Wales,Iran,-18.6,0.664,3.55,1.0,-0.33,-1.38,7.28,1.12,2.88,-21.59,-1.29,0
2022-11-25,Mundial 2022,Netherlands,Ecuador,178.5,1.852,8.64,0.5,1.0,0.4,1.38,0.62,-1.12,-2.29,-4.38,1
2022-11-25,Mundial 2022,England,United States,105.4,1.494,7.91,2.727,0.25,0.5,3.88,0.82,1.12,4.88,-1.62,1
2022-11-26,Mundial 2022,Tunisia,Australia,25.6,-0.038,-1.0,2.0,-0.4,0.33,-0.75,-1.58,2.85,7.06,0.9,0
2022-11-26,Mundial 2022,Poland,Saudi Arabia,64.1,1.942,8.64,1.25,0.13,1.4,-0.4,0.0,-0.45,-7.5,2.47,2
2022-11-26,Mundial 2022,France,Denmark,47.9,1.353,6.82,-0.647,-0.17,0.04,5.25,1.12,0.38,7.91,-0.62,2
2022-11-26,Mundial 2022,Argentina,Mexico,234.1,1.398,5.0,0.742,1.0,-0.75,3.21,2.71,0.23,9.1,-2.2,2
2022-11-27,Mundial 2022,Croatia,Canada,103.0,1.236,7.45,-0.0,-0.5,0.1,-4.17,-0.08,-1.04,-0.82,-1.08,2
2022-11-27,Mundial 2022,Japan,Costa Rica,99.9,1.63,4.73,2.0,0.77,-1.25,4.6,2.0,2.33,2.42,3.57,0
2022-11-27,Mundial 2022,Belgium,Morocco,202.2,0.742,4.73,0.667,-0.2,-0.67,-4.07,0.11,2.67,17.99,-4.39,0
2022-11-27,Mundial 2022,Spain,Germany,157.2,-0.082,-1.45,0.04,0.39,-0.07,-2.38,-0.75,0.12,4.97,-0.38,1
2022-11-27,Amistosos 2022-23,Curaçao,Suriname,29.9,-0.517,3.83,0.024,0.31,0.9,-11.17,-3.25,-4.5,-2.1,4.5,1
2022-11-28,Mundial 2022,Brazil,Switzerland,262.1,1.285,6.64,0.222,2.03,-0.83,11.98,5.43,-0.71,12.56,-1.14,2
2022-11-28,Mundial 2022,Portugal,Uruguay,75.0,0.726,3.91,0.667,0.0,0.25,0.43,1.36,0.38,0.38,0.14,2
2022-11-28,Mundial 2022,South Korea,Ghana,223.4,-0.176,-1.45,-0.5,0.46,-0.5,4.12,1.25,1.81,17.0,-0.67,0
2022-11-28,Mundial 2022,Cameroon,Serbia,-240.6,-0.932,-4.0,-1.0,-1.25,0.17,-1.26,-1.67,0.29,-2.75,2.43,1
2022-11-29,Mundial 2022,Netherlands,Qatar,420.4,2.194,12.91,0.0,0.3,-0.6,1.5,0.62,0.38,11.09,3.0,2
2022-11-29,Mundial 2022,Ecuador,Senegal,111.6,-1.007,-5.36,-1.0,-1.25,-0.17,-2.23,-1.46,0.59,1.98,0.89,0
2022-11-29,Mundial 2022,Iran,United States,-9.4,-1.324,-4.73,0.5,-1.57,1.5,-3.12,-1.33,-1.12,3.95,-1.75,0
2022-11-29,Mundial 2022,Wales,England,-201.0,-2.154,-9.09,-1.519,-2.33,-0.5,-1.0,-1.62,-1.62,-12.41,0.12,0
2022-11-30,Mundial 2022,Australia,Denmark,-149.8,-1.677,-6.36,-0.75,-0.17,0.6,-1.12,-1.1,-2.85,-0.31,3.88,2
2022-11-30,Mundial 2022,Tunisia,France,-288.3,-3.068,-14.18,-1.0,-0.23,1.05,-8.96,-3.79,-1.35,-0.34,7.57,2
2022-11-30,Mundial 2022,Poland,Argentina,-252.2,-0.9,-4.45,-0.545,-1.36,1.25,-6.14,-3.02,-2.02,-25.58,3.45,0
2022-11-30,Mundial 2022,Saudi Arabia,Mexico,-118.7,-1.444,-8.09,-2.4,-0.8,-0.8,-2.15,-0.27,-1.15,-4.96,-0.15,0
2022-12-01,Mundial 2022,Canada,Morocco,-99.6,-0.824,-4.82,-1.667,-0.65,-0.5,-2.0,-1.25,2.33,15.23,-3.25,0
2022-12-01,Mundial 2022,Croatia,Belgium,13.0,-0.33,-2.09,0.375,-0.34,-0.33,-3.5,-0.3,-1.86,-10.84,-0.3,1
2022-12-01,Mundial 2022,Costa Rica,Germany,-115.2,-3.423,-15.0,-2.0,-0.02,1.18,-6.62,-2.38,-2.0,-18.52,0.78,0
2022-12-01,Mundial 2022,Japan,Spain,-223.9,-1.711,-8.82,-1.0,0.0,0.0,-0.38,-0.55,0.17,-27.91,6.92,2
2022-12-02,Mundial 2022,South Korea,Portugal,-257.6,-1.659,-9.55,1.0,-1.17,0.67,-1.0,-1.48,-0.75,3.6,-0.25,2
2022-12-02,Mundial 2022,Ghana,Uruguay,-241.1,-0.757,-4.18,0.0,-1.53,1.0,-5.0,-0.91,-1.17,-13.34,-1.39,0
2022-12-02,Mundial 2022,Serbia,Switzerland,-45.8,0.378,1.18,0.0,1.5,0.0,3.96,3.17,-2.29,10.16,-2.62,0
2022-12-02,Mundial 2022,Cameroon,Brazil,-534.3,-1.84,-9.45,-1.667,-1.0,0.71,-10.81,-3.83,-1.2,-9.54,0.89,2
2022-12-03,Mundial 2022,Netherlands,United States,192.0,1.132,6.36,1.0,0.33,-0.42,1.75,-0.25,-1.25,1.31,2.75,2
2022-12-03,Mundial 2022,Argentina,Australia,295.7,2.51,11.0,0.714,1.67,0.0,6.9,4.07,2.98,21.07,-1.81,2
2022-12-04,Mundial 2022,France,Poland,147.5,1.421,6.64,0.688,0.6,-1.86,9.88,2.61,4.62,22.19,-6.38,2
2022-12-04,Mundial 2022,England,Senegal,126.4,1.207,4.82,0.0,0.92,1.03,-1.41,-0.3,-0.2,5.14,-2.27,2
2022-12-05,Mundial 2022,Brazil,South Korea,302.4,1.814,10.64,1.571,0.83,-0.8,7.04,3.14,1.79,1.75,0.48,2
2022-12-05,Mundial 2022,Japan,Croatia,-71.1,-0.93,-5.82,-0.0,0.2,0.5,1.46,0.0,1.05,-12.5,5.12,1
2022-12-06,Mundial 2022,Portugal,Switzerland,57.8,1.13,5.55,0.0,0.87,0.17,4.5,1.62,-0.08,12.26,-0.88,2
2022-12-06,Mundial 2022,Morocco,Spain,-114.0,-1.193,-5.64,-0.667,0.21,0.0,0.25,-1.5,-1.58,-34.9,4.12,1
2022-12-09,Mundial 2022,Croatia,Brazil,-207.3,-0.873,-4.09,-1.25,-0.67,0.0,-9.41,-3.46,-2.71,-5.37,-1.09,1
2022-12-09,Mundial 2022,Netherlands,Argentina,-39.6,0.098,-1.09,0.778,-0.7,-0.25,-4.64,-3.23,-0.73,-9.95,2.62,1
2022-12-09,Amistosos 2022-23,Malaysia,Cambodia,327.9,0.0,6.56,2.067,0.5,-0.88,0.0,0.0,0.0,0.0,0.0,2
2022-12-10,Mundial 2022,England,France,-15.0,-0.06,-1.73,0.939,1.35,1.36,-5.62,-1.25,-2.88,2.35,5.38,0
2022-12-10,Mundial 2022,Morocco,Portugal,-138.8,-1.129,-5.64,0.5,-0.93,-0.4,-3.88,-2.62,-2.83,-19.45,2.18,2
2022-12-11,Amistosos 2022-23,Thailand,Myanmar,422.2,-1.273,-4.24,0.569,0.33,-2.75,9.5,2.75,-0.47,41.58,-2.23,2
2022-12-13,Mundial 2022,Argentina,Croatia,157.3,0.449,2.18,-0.4,0.5,0.67,4.5,2.62,1.25,9.01,-0.25,2
2022-12-14,Amistosos 2022-23,Algeria,Mauritania,310.4,3.626,14.79,2.875,0.07,-0.55,-9.67,-0.4,-1.67,39.7,-5.33,1
2022-12-14,Amistosos 2022-23,Thailand,Chinese Taipei,457.2,-0.179,-5.5,0.0,1.0,-2.92,0.5,0.8,0.45,15.9,-3.4,0
2022-12-14,Amistosos 2022-23,Malaysia,Maldives,247.4,0.0,4.95,2.667,-0.19,0.67,0.0,0.0,0.0,0.0,0.0,2
2022-12-14,Amistosos 2022-23,Vietnam,Philippines,237.0,-1.881,-1.0,1.231,0.6,0.1,0.0,0.0,0.0,0.0,0.0,2
2022-12-14,Mundial 2022,France,Morocco,82.7,1.382,7.0,1.2,0.6,0.14,6.92,2.88,3.88,21.29,-6.38,2
2022-12-17,Amistosos 2022-23,Algeria,Senegal,-45.8,-0.412,-1.91,0.708,-0.6,-0.17,-9.89,-3.07,-3.29,35.81,-4.43,1
2022-12-17,Amistosos 2022-23,Singapore,Maldives,137.9,-2.813,-10.73,2.2,-1.1,0.07,0.0,0.0,0.0,0.0,0.0,2
2022-12-17,Mundial 2022,Croatia,Morocco,18.6,0.412,2.64,0.0,0.0,-0.1,1.83,1.08,1.75,18.5,-2.42,2
2022-12-18,Mundial 2022,Argentina,France,84.7,-0.521,-2.18,0.333,0.0,0.5,-2.38,0.75,-0.62,6.04,4.88,1
2022-12-23,Amistosos 2022-23,Oman,Syria,120.9,3.726,10.36,0.048,0.1,-0.5,6.0,3.2,-3.8,-4.5,-10.9,2
2022-12-30,Amistosos 2022-23,Syria,Oman,-134.2,-3.765,-10.5,-0.091,-0.4,0.5,-6.0,-3.2,3.8,4.5,10.9,0
2022-12-30,Amistosos 2022-23,United Arab Emirates,Lebanon,169.4,3.459,3.36,0.818,-0.33,0.25,-2.5,-1.2,-1.8,-9.0,-7.9,2
2022-12-30,Amistosos 2022-23,Iraq,Kuwait,274.1,0.447,-8.33,0.375,-0.6,-0.6,-9.5,-3.2,-3.8,-23.6,-3.4,2
2023-01-03,Amistosos 2022-23,Ivory Coast,Libya,308.2,2.647,6.48,1.286,0.33,0.17,4.57,2.14,-0.55,-33.74,4.1,2
2023-01-05,Amistosos 2022-23,Uganda,Cameroon,-269.6,-3.327,-14.48,-0.6,-0.2,0.14,2.5,0.03,0.6,4.8,1.3,1
2023-01-07,Amistosos 2022-23,Ivory Coast,Cameroon,-7.4,0.645,2.64,-0.227,0.6,0.37,-1.73,-0.13,1.58,29.43,5.67,1
2023-01-07,Amistosos 2022-23,Algeria,Ghana,107.1,0.056,1.0,0.091,0.0,-0.9,-3.5,-1.33,-1.4,38.34,-4.0,1
2023-01-07,Amistosos 2022-23,DR Congo,Libya,97.3,1.34,0.94,0.6,0.25,0.0,9.5,2.2,0.0,-50.0,0.0,2
2023-01-08,Amistosos 2022-23,Mali,Uganda,230.4,3.307,14.03,1.25,-0.4,-0.86,-1.0,-1.87,1.45,17.2,3.85,1
2023-01-08,Amistosos 2022-23,Iceland,Estonia,115.9,1.657,8.65,1.0,-0.92,-0.8,-2.8,-1.6,-4.0,-8.79,-1.1,1
2023-01-09,Amistosos 2022-23,Cameroon,Sudan,368.0,4.495,16.68,1.0,0.08,-0.29,0.9,2.3,1.25,0.4,-0.5,2
2023-01-09,Amistosos 2022-23,Mauritania,Ivory Coast,-275.0,-4.014,-16.15,-2.0,-0.11,0.33,8.47,-0.8,0.17,-26.18,-0.67,2
2023-01-09,Amistosos 2022-23,Sweden,Finland,53.2,1.312,4.55,2.233,0.14,0.67,0.88,0.0,0.62,-4.18,-2.5,2
2023-01-10,Amistosos 2022-23,Mali,DR Congo,179.1,0.642,2.45,0.714,-1.5,-0.4,-0.9,-1.6,1.53,22.92,4.77,2
2023-01-10,Amistosos 2022-23,Ghana,Mozambique,260.9,2.155,7.2,1.2,0.8,0.54,0.5,1.0,-1.4,10.26,0.0,1
2023-01-12,Amistosos 2022-23,Sweden,Iceland,212.9,1.638,6.73,1.25,0.57,1.0,5.93,1.29,2.9,11.77,-0.19,2
2023-01-12,Amistosos 2022-23,Finland,Estonia,243.7,1.983,10.84,0.944,-0.5,-0.3,0.39,-1.43,-2.14,12.11,-0.61,0
2023-01-14,Amistosos 2022-23,Mauritania,Niger,133.9,0.259,-6.62,-1.143,0.8,-0.1,-2.5,-2.2,-1.8,-10.2,1.1,2
2023-01-26,Amistosos 2022-23,United States,Serbia,7.0,-0.55,-3.91,-0.667,-1.21,0.0,-1.5,-0.88,1.36,0.5,-1.84,0
2023-01-28,Amistosos 2022-23,Guatemala,Venezuela,-158.3,-4.889,-10.64,-0.167,0.0,0.75,-2.17,-2.33,-7.0,-34.62,-8.0,1
2023-01-29,Amistosos 2022-23,United States,Colombia,-91.3,-0.212,-3.18,-0.6,-1.33,0.75,-5.09,-1.67,-1.18,-7.07,-6.0,1
2023-01-29,Amistosos 2022-23,Trinidad and Tobago,St. Martin,366.1,1.039,-0.84,0.0,1.3,0.4,-5.0,-1.53,-1.3,-16.0,-2.4,2
2023-02-22,Amistosos 2022-23,Grenada,Barbados,118.6,4.196,12.4,-0.864,1.33,-1.05,-4.5,-1.53,-1.8,-12.77,-4.23,1
2023-02-23,Amistosos 2022-23,French Guiana,Martinique,21.1,0.54,0.42,-0.875,-0.27,-1.91,-1.17,0.03,0.6,12.03,-1.6,0
2023-02-24,Amistosos 2022-23,Grenada,Barbados,107.5,4.196,12.4,-0.826,1.0,-0.71,-4.5,-1.53,-1.8,-12.77,-4.23,1
2023-02-25,Amistosos 2022-23,Malawi,Lesotho,74.9,0.0,1.5,1.4,0.5,-0.33,-3.25,-0.87,-0.8,-20.48,2.6,1
2023-02-26,Amistosos 2022-23,French Guiana,Martinique,21.1,0.54,0.42,-0.875,-0.57,-1.92,-0.5,-0.2,1.3,12.04,-1.3,1
2023-02-27,Amistosos 2022-23,Grenada,Barbados,107.5,4.196,12.4,-0.792,1.0,-0.86,-4.5,-1.53,-1.8,-12.77,-4.23,1
2023-03-03,Amistosos 2022-23,Bahamas,Turks and Caicos Islands,78.8,0.0,1.58,2.857,2.0,-2.14,0.0,0.0,0.0,0.0,0.0,0
2023-03-03,Amistosos 2022-23,Grenada,St. Lucia,-1.4,0.178,-2.65,0.0,1.2,-0.33,-6.0,-1.7,-1.8,-15.75,-2.4,0
2023-03-04,Amistosos 2022-23,Anguilla,St. Martin,-222.8,0.0,-4.46,0.0,0.5,3.71,0.0,0.0,0.0,0.0,0.0,1
2023-03-04,Amistosos 2022-23,Bahamas,Turks and Caicos Islands,78.8,0.0,1.58,2.857,0.25,-1.57,0.0,0.0,0.0,0.0,0.0,2
2023-03-05,Amistosos 2022-23,Grenada,St. Lucia,-27.0,0.178,-2.91,0.0,0.75,-0.29,-5.5,-1.2,-1.8,-18.0,-3.9,2
2023-03-09,Amistosos 2022-23,Barbados,St. Vincent and the Grenadines,-26.8,-4.017,-13.63,0.0,0.0,-0.57,0.0,0.0,0.0,0.0,0.0,1
2023-03-11,Amistosos 2022-23,Jamaica,Trinidad and Tobago,175.6,1.767,8.73,-0.033,-1.47,-0.23,-2.5,-0.33,-1.5,17.28,3.5,0
2023-03-13,Amistosos 2022-23,Guatemala,Panama,-181.5,-3.647,-6.0,0.111,0.7,-0.33,-1.25,-0.67,-2.0,-29.33,-9.0,1
2023-03-15,Amistosos 2022-23,Bangladesh,Malawi,-364.3,0.0,-7.29,0.0,-0.6,1.17,3.25,0.87,0.8,20.48,-2.6,1
2023-03-15,Amistosos 2022-23,Jamaica,Trinidad and Tobago,142.4,1.767,8.73,-0.048,-1.17,-0.73,-3.33,-0.33,-2.33,11.78,2.0,1
2023-03-18,Amistosos 2022-23,Guatemala,Bolivia,-80.2,-3.719,-6.36,0.4,-0.67,-0.83,-9.67,-5.07,-3.83,-15.92,-3.17,1
2023-03-19,Amistosos 2022-23,Ethiopia,Rwanda,65.9,-1.097,-8.18,-0.222,-0.24,-0.25,-1.5,-0.2,-2.13,-0.47,-1.57,2
2023-03-20,Amistosos 2022-23,Bangladesh,Brunei Darussalam,210.9,0.0,4.22,0.0,-0.5,-1.33,0.0,0.0,0.0,0.0,0.0,1
2023-03-20,Amistosos 2022-23,Fiji,Vanuatu,51.8,-1.864,-3.04,1.156,0.13,-1.25,0.0,0.0,0.0,0.0,0.0,0
2023-03-21,Amistosos 2022-23,Maldives,Pakistan,57.1,0.0,1.14,0.0,1.67,0.73,0.0,0.0,0.0,0.0,0.0,2
2023-03-21,Amistosos 2022-23,Tahiti,New Caledonia,-21.7,0.0,-0.43,-0.424,0.3,-1.33,0.0,0.0,0.0,0.0,0.0,0
2023-03-22,Amistosos 2022-23,Republic of Ireland,Latvia,315.3,3.008,11.89,2.6,0.04,0.2,-2.0,-0.47,-1.42,0.6,-0.9,2
2023-03-22,Amistosos 2022-23,India,Myanmar,304.8,0.372,-2.87,-0.5,0.25,-1.48,8.5,3.2,3.8,19.1,2.9,2
2023-03-22,Amistosos 2022-23,Nepal,Laos,230.0,0.0,4.6,-0.0,-0.17,0.51,0.0,0.0,0.0,0.0,0.0,2
2023-03-23,Amistosos 2022-23,El Salvador,Honduras,7.1,-1.827,-6.23,-0.564,0.17,0.79,2.85,0.0,1.42,-0.14,0.25,0
2023-03-23,Amistosos 2022-23,Argentina,Panama,431.8,3.604,15.73,3.5,1.17,0.0,9.12,4.75,2.62,-1.54,-2.62,2
2023-03-23,Amistosos 2022-23,Solomon Islands,Vanuatu,25.9,0.963,0.52,0.733,1.07,-1.2,0.0,0.0,0.0,0.0,0.0,2
2023-03-23,Amistosos 2022-23,New Zealand,China,118.8,0.276,0.18,0.214,2.75,-0.62,-3.5,-1.53,-2.47,-7.13,3.1,1
2023-03-23,Amistosos 2022-23,Iran,Russia,60.5,-0.071,-2.64,-0.5,-0.67,1.5,-6.19,-1.9,-3.33,-5.19,0.47,1
2023-03-23,Amistosos 2022-23,Hong Kong,Singapore,21.0,1.764,7.67,0.067,-0.13,0.5,0.0,0.0,0.0,0.0,0.0,1
2023-03-23,Amistosos 2022-23,Hungary,Estonia,402.4,2.81,12.93,1.5,-0.14,0.6,-1.38,-0.57,-3.0,-11.45,-2.86,2
2023-03-23,Amistosos 2022-23,Malaysia,Turkmenistan,9.6,0.0,0.19,2.0,0.43,-0.5,6.5,2.2,1.8,9.0,-2.1,2
2023-03-24,Amistosos 2022-23,Tahiti,New Caledonia,-58.5,-0.963,-1.17,-0.45,0.65,-1.13,0.0,0.0,0.0,0.0,0.0,2
2023-03-24,Amistosos 2022-23,Australia,Ecuador,-50.5,-0.756,-1.27,-1.0,0.04,0.5,-2.25,-0.98,-2.86,-11.02,-3.38,2
2023-03-24,Amistosos 2022-23,Japan,Uruguay,-29.0,-0.921,-4.91,-0.75,-1.4,0.0,-1.57,-0.14,1.5,-12.03,1.71,1
2023-03-24,Amistosos 2022-23,South Korea,Colombia,-105.4,-0.569,-4.45,0.714,-0.48,0.87,0.73,-0.29,0.8,-4.02,-4.77,1
2023-03-24,Amistosos 2022-23,Uzbekistan,Bolivia,7.7,-0.723,2.97,-0.0,1.0,-1.33,-6.1,-3.0,-0.2,28.73,-3.8,2
2023-03-24,Amistosos 2022-23,Kuwait,Philippines,185.5,-0.454,4.75,1.667,-0.4,-0.03,0.0,0.0,0.0,0.0,0.0,2
2023-03-24,Amistosos 2022-23,Saudi Arabia,Venezuela,-40.4,-0.48,-2.0,-1.0,-0.8,0.0,5.27,0.13,-5.83,-18.7,-6.17,0
2023-03-25,Amistosos 2022-23,Laos,Bhutan,71.0,0.0,1.42,-0.0,1.17,-3.48,0.0,0.0,0.0,0.0,0.0,2
2023-03-25,Amistosos 2022-23,Syria,Thailand,-6.4,0.369,5.0,-1.0,-1.0,0.18,-15.6,-5.0,-2.0,-27.56,3.3,2
2023-03-25,Amistosos 2022-23,Germany,Peru,94.4,2.502,11.73,1.5,0.62,0.71,7.52,2.5,2.98,9.88,-3.18,2
2023-03-25,Amistosos 2022-23,Bahrain,Palestine,72.0,3.677,9.69,-0.333,-0.9,-0.08,7.0,3.5,-2.8,-9.85,0.6,0
2023-03-25,Amistosos 2022-23,Kenya,Burundi,68.7,1.005,-2.23,0.125,-1.75,0.17,0.0,0.0,0.0,0.0,0.0,1
2023-03-25,Amistosos 2022-23,United Arab Emirates,Tajikistan,101.9,1.156,-6.23,1.0,-0.75,1.17,2.0,0.0,0.0,5.7,-1.0,1
2023-03-25,Amistosos 2022-23,Indonesia,Burundi,-1.3,-2.579,-6.5,-0.0,-0.05,-0.25,-8.7,-1.4,0.0,25.0,0.0,2
2023-03-25,Amistosos 2022-23,Georgia,Mongolia,625.4,2.733,7.68,0.0,2.2,-2.0,5.83,2.47,1.53,2.2,-3.23,2
2023-03-25,Amistosos 2022-23,Bangladesh,Seychelles,-3.5,0.0,-0.07,0.0,0.0,-3.75,0.0,0.0,0.0,0.0,0.0,2
2023-03-25,Amistosos 2022-23,Morocco,Brazil,-252.5,-1.285,-6.73,-2.5,-0.87,0.67,-10.57,-6.0,-4.74,-19.67,0.14,2
2023-03-25,Amistosos 2022-23,Myanmar,Kyrgyz Republic,-348.1,0.0,-6.96,0.0,-0.71,0.57,-9.0,0.0,-5.0,-10.5,-3.0,1
2023-03-26,Amistosos 2022-23,Macau,Singapore,-333.2,2.813,7.13,-1.0,-0.52,0.91,0.0,0.0,0.0,0.0,0.0,0
2023-03-26,Amistosos 2022-23,Fiji,Solomon Islands,-16.3,-3.584,-4.12,0.794,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0
2023-03-26,Amistosos 2022-23,Russia,Iraq,77.0,2.31,12.18,-0.0,0.5,-1.5,10.33,3.33,5.33,34.93,1.83,2
2023-03-26,Amistosos 2022-23,New Zealand,China,107.7,0.276,0.18,0.2,4.13,-0.61,-3.5,-1.53,-2.47,-7.13,3.1,2
2023-03-27,Amistosos 2022-23,Greece,Lithuania,472.3,3.112,12.88,0.667,0.86,-0.64,1.62,1.29,0.52,17.66,-5.26,1
2023-03-27,Amistosos 2022-23,North Macedonia,Faroe Islands,205.0,3.676,12.51,-0.0,0.6,-0.17,6.87,1.58,2.75,24.41,-3.5,2
2023-03-27,Amistosos 2022-23,Oman,Lebanon,267.9,5.331,14.13,0.111,0.6,-0.62,-4.5,0.0,-3.8,-21.2,-10.9,2
2023-03-28,Amistosos 2022-23,Bahrain,Syria,70.2,3.387,9.4,-0.143,0.0,0.9,7.0,3.5,-2.8,6.85,0.6,2
2023-03-28,Amistosos 2022-23,Iran,Kenya,362.3,1.627,10.27,2.0,-0.05,0.4,-5.36,-1.77,-1.8,6.14,-1.1,2
2023-03-28,Amistosos 2022-23,Uzbekistan,Venezuela,-67.5,-1.893,-1.3,0.0,0.09,0.42,-0.75,-2.25,-5.0,9.3,-12.0,1
2023-03-28,Amistosos 2022-23,United Arab Emirates,Thailand,51.1,2.429,5.36,0.583,-0.75,0.8,-9.5,-3.75,-5.25,-22.62,-4.75,2
2023-03-28,Amistosos 2022-23,Kenya,Burundi,79.6,1.005,-2.23,0.125,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-03-28,Amistosos 2022-23,Australia,Ecuador,-24.8,-0.756,-1.27,0.5,0.3,0.0,-2.57,-1.43,-3.14,-12.1,-3.14,0
2023-03-28,Amistosos 2022-23,Armenia,Cyprus,80.4,0.721,3.53,-1.0,-0.25,0.33,1.07,0.67,-0.4,-6.23,0.67,1
2023-03-28,Amistosos 2022-23,Malaysia,Hong Kong,109.9,1.05,8.62,0.222,0.79,-0.7,0.0,0.0,0.0,0.0,0.0,2
2023-03-28,Amistosos 2022-23,Indonesia,Burundi,20.5,-2.579,-6.5,2.0,1.5,-0.75,-9.0,-1.7,0.0,25.0,0.0,1
2023-03-28,Amistosos 2022-23,Jordan,Philippines,452.0,-1.266,-5.5,0.0,-0.29,0.03,-1.5,-1.7,-0.8,-16.4,-3.9,2
2023-03-28,Amistosos 2022-23,India,Kyrgyz Republic,-26.5,0.372,-9.55,0.0,-0.46,0.14,-0.5,3.2,-1.2,8.6,-0.1,2
2023-03-28,Amistosos 2022-23,Germany,Belgium,-3.2,0.533,2.36,1.28,1.18,0.43,6.14,3.43,0.71,2.41,-0.14,0
2023-03-28,Amistosos 2022-23,Chile,Paraguay,-27.2,-0.033,1.82,0.0,0.75,-0.37,2.31,2.0,2.67,10.91,-1.67,2
2023-03-28,Amistosos 2022-23,South Korea,Uruguay,-98.3,-0.933,-5.64,-0.778,-0.93,1.07,0.95,1.0,2.06,0.88,0.05,0
